WKT,Name,Latitude,Longitude
"POINT (106.76789 10.877324)",Point 252,10.877324,106.76789
"POINT (106.76638 10.874667)",Point 253,10.874667,106.76638
"POINT (106.76741 10.884892)",Point 254,10.884892,106.76741
"POINT (106.76882 10.880913)",Point 255,10.880913,106.76882
"POINT (106.7672 10.88237)",Point 256,10.88237,106.7672
"POINT (106.76593 10.886752)",Point 257,10.886752,106.76593
"POINT (106.7664108276 10.8789997101)",Point 258,10.8789997101,106.7664108276
"POINT (106.76666 10.890475)",Point 259,10.890475,106.76666
"POINT (106.7776489258 10.8794536591)",Point 260,10.8794536591,106.7776489258
"POINT (106.77414 10.877407)",Point 261,10.877407,106.77414
"POINT (106.76658 10.88842)",Point 262,10.88842,106.76658
"POINT (106.767944 10.878067)",Point 263,10.878067,106.767944
"POINT (106.777855 10.880638)",Point 264,10.880638,106.777855
"POINT (106.76441 10.876642)",Point 265,10.876642,106.76441
"POINT (106.7664 10.876552)",Point 266,10.876552,106.7664
"POINT (106.77096 10.881214)",Point 267,10.881214,106.77096
"POINT (106.76689 10.875003)",Point 268,10.875003,106.76689
,Point 269,,
"POINT (106.76839 10.888912)",Point 270,10.888912,106.76839
"POINT (106.76493 10.876634)",Point 271,10.876634,106.76493
"POINT (106.769 10.887042)",Point 272,10.887042,106.769
"POINT (106.7656097412 10.8770236969)",Point 273,10.8770236969,106.7656097412
"POINT (106.76955 10.886282)",Point 274,10.886282,106.76955
"POINT (106.7673 10.87459)",Point 275,10.87459,106.7673
"POINT (106.7676773071 10.8850469589)",Point 276,10.8850469589,106.7676773071
,Point 277,,
"POINT (106.76604 10.876232)",Point 278,10.876232,106.76604
"POINT (106.76889 10.890376)",Point 279,10.890376,106.76889
"POINT (106.77106 10.8848505)",Point 280,10.8848505,106.77106
"POINT (106.764565 10.876314)",Point 281,10.876314,106.764565
"POINT (106.77408 10.87526)",Point 282,10.87526,106.77408
"POINT (106.79837 10.849275)",Point 283,10.849275,106.79837
"POINT (106.777664 10.880494)",Point 284,10.880494,106.777664
"POINT (106.75909 10.904745)",Point 285,10.904745,106.75909
"POINT (106.77746 10.8758135)",Point 286,10.8758135,106.77746
"POINT (106.77007 10.887397)",Point 287,10.887397,106.77007
"POINT (0.0 0.0)",Point 288,0.0,0.0
"POINT (106.77219 10.886065)",Point 289,10.886065,106.77219
"POINT (106.76898 10.89175)",Point 290,10.89175,106.76898
"POINT (106.7641983032 10.8725881577)",Point 291,10.8725881577,106.7641983032
"POINT (106.77107 10.873324)",Point 292,10.873324,106.77107
"POINT (106.76804 10.88908)",Point 293,10.88908,106.76804
"POINT (106.77732 10.869735)",Point 294,10.869735,106.77732
"POINT (106.76309 10.875715)",Point 295,10.875715,106.76309
"POINT (106.7634124756 10.8811092377)",Point 296,10.8811092377,106.7634124756
"POINT (106.77416 10.884329)",Point 297,10.884329,106.77416
"POINT (106.77741 10.876162)",Point 298,10.876162,106.77741
"POINT (106.76555 10.886214)",Point 299,10.886214,106.76555
"POINT (106.7678 10.877373)",Point 300,10.877373,106.7678
"POINT (106.774414 10.878977)",Point 301,10.878977,106.774414
"POINT (106.77789 10.881135)",Point 302,10.881135,106.77789
"POINT (106.7625656128 10.8773174286)",Point 303,10.8773174286,106.7625656128
"POINT (106.76309 10.875715)",Point 304,10.875715,106.76309
"POINT (106.7676620483 10.8848114014)",Point 305,10.8848114014,106.7676620483
"POINT (106.766998291 10.8811702728)",Point 306,10.8811702728,106.766998291
"POINT (106.76849 10.872555)",Point 307,10.872555,106.76849
"POINT (106.775665 10.874875)",Point 308,10.874875,106.775665
"POINT (106.768196106 10.8819084167)",Point 309,10.8819084167,106.768196106
"POINT (106.77052 10.873835)",Point 310,10.873835,106.77052
"POINT (106.781815 10.884333)",Point 311,10.884333,106.781815
"POINT (106.76753 10.877545)",Point 312,10.877545,106.76753
"POINT (106.77968 10.882623)",Point 313,10.882623,106.77968
"POINT (106.77045 10.871792)",Point 314,10.871792,106.77045
