n_ants,iterations,alpha,beta,pi_gamma,time_beta,closure_gamma,rho,Q,tau0,tau_min,tau_max,softmax_temperature,close_prob,n_elite_ants,max_steps
160,180,0.5714407226589898,1.728295047246642,1.065504752524944,1.224525451302177,0.06092149161038779,0.3193112838050871,0.007211604792630782,1.1879492292853882,1e-05,30.731951813483583,1.3535829035090834,0.038386317654844196,2,34
