grid_id,grid_size_m,grid_area_km2,longitude_epsg4326,latitude_epsg4326,x_epsg32648,y_epsg32648,local_household_proxy_count,density_ratio_to_vnu_max,grid_population_density,grid_population
1.0,50,7.80697521098972E-4,106.76440986752769,10.873345861616565,692861.2382618012,1202535.5890471898,234.0,0.3993174061433447,8144.758752479485,6.35859296800989
2.0,50,0.0016698286022859706,106.76438826814598,10.873677929095368,692858.663160346,1202572.3081617316,234.0,0.3993174061433447,8144.758752479485,13.600351123609245
3.0,50,0.001292428768251022,106.76442242979806,10.87411470497467,692862.1175711042,1202620.645403252,251.0,0.4283276450511945,8735.019003727995,11.289389851637443
4.0,50,4.2191041175960396E-4,106.76449207028297,10.874505296867111,692869.4808450859,1202663.8963848972,268.0,0.45733788395904434,9325.279254976504,3.9344324102404293
5.0,50,3.717908281192621E-4,106.76489218249554,10.872935203867668,692914.2379922958,1202490.4691400784,248.0,0.4232081911262799,8630.855429978259,3.208872887689247
6.0,50,0.002379229126011076,106.76477623853455,10.873239277897413,692901.3653168796,1202524.0317062065,251.0,0.4283276450511945,8735.019003727995,20.7826116299299
7.0,50,0.002509725245290029,106.76476934011527,10.873681286807358,692900.3268683451,1202572.9217360767,269.0,0.4590443686006826,9360.000446226417,23.491029415820375
8.0,50,0.002509725147095169,106.76477199755297,10.874133273826134,692900.3268172729,1202622.9216045982,280.0,0.4778156996587031,9741.933549975452,24.449575611703505
9.0,50,0.002508933424322265,106.76477472584806,10.874585193788288,692900.3345439222,1202672.9141019073,302.0,0.515358361774744,10505.799757473524,26.358352160762067
10.0,50,0.0020123379944265683,106.76481934234863,10.875019816570207,692904.9333571468,1202721.0198343094,315.0,0.537542662116041,10957.175243722384,22.04954005453275
11.0,50,0.0010938330749317281,106.76490292023,10.875456903150708,692913.7905181386,1202769.422878657,312.0,0.5324232081911263,10853.011669972648,11.871383127236111
12.0,50,2.1921137394611683E-4,106.76497200817596,10.875818231750246,692921.1120680061,1202809.4364744343,310.0,0.5290102389078498,10783.569287472823,2.3638810395500656
13.0,50,0.0014825254689958892,106.76524572251192,10.872862664424769,692952.9403084614,1202482.669627504,271.0,0.46245733788395904,9429.442828726242,13.979389152027295
14.0,50,0.002509724145737515,106.7652239608859,10.873226670458003,692950.3268313954,1202522.9216468134,278.0,0.47440273037542663,9672.491167475628,24.27528463244643
15.0,50,0.002509724047607383,106.76522661962417,10.873678659302364,692950.3268588941,1202572.9217285684,296.0,0.5051194539249146,10297.47260997405,25.84381463883023
16.0,50,0.0025097239494358014,106.7652292787373,10.874130646390682,692950.3269156858,1202622.9216177757,299.0,0.5102389078498294,10401.636183723787,26.1052354436096
17.0,50,0.0025097238512546767,106.76523193778223,10.874582635670459,692950.3269507904,1202672.9217508195,336.0,0.5733788395904437,11686.320259970542,29.329436689848823
18.0,50,0.0025097237531322156,106.76523459571871,10.875034622555509,692950.3268534174,1202722.921619722,345.0,0.5887372013651877,11998.810981219754,30.113700928910884
19.0,50,0.002509723654998627,106.76523725450116,10.875486611722067,692950.3268342516,1202772.9217430041,344.0,0.5870307167235495,11964.089789969841,30.026559156414866
20.0,50,0.0024658412591676594,106.76524365708758,10.875935383653607,692950.7382110134,1202822.5683618644,338.0,0.5767918088737202,11755.762642470369,28.987844556785266
21.0,50,0.0017665494594068735,106.7653065368965,10.876370635448843,692957.3333569957,1202870.7553136607,330.0,0.5631399317406144,11477.99311247107,20.276442527911584
22.0,50,8.480472074068124E-4,106.76538882227696,10.87680095171715,692966.0534037357,1202918.4086498083,322.0,0.5494880546075085,11200.22358247177,9.49831833144711
23.0,50,8.228765951304047E-5,106.76545196939819,10.87713116672682,692972.7452935755,1202954.9767535452,309.0,0.5273037542662116,10748.84809622291,0.8844975522993841
24.0,50,7.269267668863931E-5,106.76584548738685,10.87252301778578,693018.7364462984,1202445.4796651716,294.0,0.5017064846416383,10228.030227474226,0.7435028944874139
25.0,50,0.0023397592580000656,106.76568857716155,10.872785961928448,693001.410896786,1202474.4664298939,305.0,0.5204778156996587,10609.96333122326,24.82475993127084
26.0,50,0.0025097229476925263,106.76568124045608,10.873224042475062,693000.3269166006,1202522.921649826,320.0,0.5460750853242321,11130.781199971947,27.93517700331415
27.0,50,0.0025097228495712244,106.76568389923534,10.8736760310176,693000.3268734997,1202572.921710151,330.0,0.5631399317406144,11477.99311247107,28.80658158158978
28.0,50,0.0025097227514108765,106.76568655835567,10.874128018676657,693000.3268554329,1202622.9216744276,342.0,0.5836177474402731,11894.647407470018,29.852267218537904
29.0,50,0.0025097226532728957,106.76568921767046,10.87458000704578,693000.3268453479,1202672.9217188389,377.0,0.643344709897611,13109.88910121695,32.90218565921962
30.0,50,0.0025097225550765314,106.76569187736035,10.875031993693726,693000.3268645578,1202722.9215745588,383.0,0.6535836177474402,13318.216248716422,33.42502771279036
31.0,50,0.0025097224569416692,106.76569453683013,10.875483983219484,693000.3268450224,1202772.9217499427,379.0,0.6467576791808873,13179.331483716773,33.076464192162355
32.0,50,0.0025097223587727713,106.76569719635695,10.87593597004242,693000.3268206407,1202822.9216278454,363.0,0.6194539249146758,12623.792423718176,31.68221409831182
33.0,50,0.0025097222606386945,106.76569985641359,10.876387958463456,693000.3268403319,1202872.9216843292,365.0,0.6228668941979523,12693.234806218003,31.856493952679205
34.0,50,0.002509722162485792,106.76570251638286,10.876839945853053,693000.3268383105,1202922.9216281257,360.0,0.6143344709897611,12519.62884996844,31.420789990862303
35.0,50,0.002356980281690059,106.76571785575508,10.877282846345437,693001.7190028897,1202971.9244574378,341.0,0.5819112627986348,11859.926216220105,27.95361223392978
36.0,50,0.0017848865197648924,106.7657736655757,10.877739771355031,693007.5270495844,1203022.504405577,322.0,0.5494880546075085,11200.22358247177,19.991128090706713
37.0,50,0.001675657252468704,106.76578643101033,10.878193390721378,693008.6308492548,1203072.6913109776,306.0,0.5221843003412969,10644.684522473173,17.836842820323536
38.0,50,0.0014141862807554822,106.76581001977897,10.878628832188793,693010.9297213687,1203120.8742881115,288.0,0.49146757679180886,10019.703079974752,14.169726632943744
39.0,50,4.789324722693996E-4,106.76588438580752,10.879019959730643,693018.8089155888,1203164.1876230019,254.0,0.4334470989761092,8839.182577477732,4.233371564672014
40.0,50,8.326559333360274E-4,106.76617660150406,10.87246041643818,693054.9804356298,1202438.7653396109,316.0,0.5392491467576792,10991.896434972297,9.15246778519481
41.0,50,0.002509721847588391,106.76613585906934,10.872769426178133,693050.3268814854,1202472.9216812204,325.0,0.5546075085324232,11304.387156221508,28.370867419566718
42.0,50,0.0025097217494160864,106.76613851833746,10.873221413760605,693050.3268300052,1202522.921646125,340.0,0.5802047781569966,11825.205024970192,29.677974242472086
43.0,50,0.002509721651278678,106.76614117863717,10.873673402295854,693050.326877877,1202572.9217185439,362.0,0.6177474402730375,12589.071232468263,31.59506464161515
44.0,50,0.0025097215530991463,106.76614383839964,10.874125389327622,693050.3268551475,1202622.921625773,385.0,0.6569965870307167,13387.658631216247,33.59929541229723
45.0,50,0.002509721454965203,106.76614649830483,10.87457737818649,693050.3268340172,1202672.9217366686,406.0,0.6928327645051194,14116.803647464405,35.42924498957245
46.0,50,0.00250972135676544,106.76614915852228,10.87502936458851,693050.3268357823,1202722.9215774538,415.0,0.7081911262798635,14429.294368713618,36.213508240215866
47.0,50,0.0025097212585967438,106.76615181920222,10.875481354107123,693050.326873281,1202772.921764751,425.0,0.7252559726962458,14776.506281212742,37.08491194174793
48.0,50,0.0025097211604241344,106.76615448017135,10.875933340847089,693050.3269313587,1202822.921646327,416.0,0.7098976109215017,14464.015559963529,36.30064591554441
49.0,50,0.0025097210622388208,106.76615714063966,10.876385328907082,693050.3269210006,1202872.9216750686,404.0,0.689419795221843,14047.361264964582,35.254958435559374
50.0,50,0.0025097209640996087,106.76615980141045,10.876837316425082,693050.3269312341,1202922.9216455123,388.0,0.6621160409556314,13491.822204965983,33.860709031707735
51.0,50,0.002509720865957438,106.76616246161741,10.877289304527535,693050.3268666143,1202972.921681714,375.0,0.6399317406143344,13040.446718717123,32.727881231370574
52.0,50,0.002509720767731669,106.76616512253993,10.877741292366423,693050.3268675728,1203022.9216906803,347.0,0.5921501706484642,12068.25336371958,30.2879460971746
53.0,50,0.002509720669555172,106.76616778396118,10.878193279852765,693050.3269104598,1203072.9216624307,334.0,0.5699658703071673,11616.877877470719,29.15511852478648
54.0,50,0.0025097205714024284,106.76617044475653,10.878645267598671,693050.3268719158,1203122.9216639602,320.0,0.5460750853242321,11130.781199971947,27.935150553349004
55.0,50,0.0025094295647350518,106.76617313105734,10.879097229439397,693050.3296259047,1203172.9188175865,284.0,0.48464163822525597,9880.818314975102,24.7952176033741
56.0,50,0.001732690760737935,106.76623085289226,10.879508485462534,693056.375968466,1203218.448168658,233.0,0.39761092150170646,8110.037561229573,14.052187151580096
57.0,50,1.1269113402840144E-4,106.76636319927795,10.87982232684005,693070.6441880304,1203253.2491312074,212.0,0.36177474402730375,7380.892544981414,0.8317611510357296
58.0,50,0.0017625823124785224,106.76661095533898,10.872378291581759,693102.5251534614,1202429.957055094,326.0,0.5563139931740614,11339.10834747142,19.98611181253069
59.0,50,0.0025097206489011416,106.76659313737869,10.872766796282543,693100.3269300971,1202472.9216104778,337.0,0.5750853242320819,11721.041451220455,29.41653975675418
60.0,50,0.0025097205507468834,106.7665957976258,10.873218784392284,693100.3269100466,1202522.9216462676,356.0,0.6075085324232082,12380.74408496879,31.07220786358409
61.0,50,0.002509720452611445,106.76659845785123,10.873670772927587,693100.3268745219,1202572.9217305826,370.0,0.6313993174061433,12866.840762467562,32.29217342205948
62.0,50,0.002509720354460067,106.76660111878154,10.874122759690817,693100.3269043749,1202622.9216207862,411.0,0.7013651877133106,14290.409603713968,35.86493185601257
63.0,50,0.002509720256366673,106.76660377983696,10.874574748598384,693100.3269336966,1202672.9217497373,440.0,0.7508532423208191,15297.324149961425,38.39200428736529
64.0,50,0.002509720158210958,106.7666064411856,10.875026735112813,693100.3269837874,1202722.9216156136,453.0,0.773037542662116,15748.699636210285,39.52482894260653
65.0,50,0.002509720060077584,106.76660910194161,10.875478723908872,693100.3269547794,1202772.9217349687,455.0,0.7764505119453925,15818.14201871011,39.6991083375129
66.0,50,0.0025097199619074258,106.76661176182562,10.875930710393138,693100.3268190847,1202822.921599506,446.0,0.7610921501706485,15505.6512974609,38.91484258361339
67.0,50,0.0025097198637216004,106.76661442337317,10.87638269937624,693100.3268508392,1202872.921742984,435.0,0.742320819112628,15123.718193711866,37.95629596408643
68.0,50,0.0025097197655265676,106.76661708501854,10.876834685922983,693100.3268820244,1202922.9216184823,420.0,0.7167235494880546,14602.900324963179,36.64918757957442
