grid_id,grid_size_m,grid_area_km2,longitude_epsg4326,latitude_epsg4326,x_epsg32648,y_epsg32648,grid_population_density,grid_population
5332,25,0.00063,106.7816421,10.88499687,694737.827,1203835.422,9820.296137,6.161446635
5333,25,0.00063,106.7816434,10.88522287,694737.8269,1203860.422,10689.11672,6.706561596
5334,25,0.00063,106.7816448,10.88544886,694737.8269,1203885.422,11453.67883,7.186262728
5335,25,0.00063,106.7816461,10.88567485,694737.8269,1203910.421,11523.18447,7.229871792
5336,25,0.00063,106.7816474,10.88590084,694737.8269,1203935.422,13121.81434,8.232883342
5337,25,0.00063,106.7816488,10.88612683,694737.8269,1203960.422,13156.56716,8.254687783
5338,25,0.00063,106.7816501,10.88635283,694737.827,1203985.422,13121.81434,8.23288302
5339,25,0.00063,106.7816515,10.88657882,694737.827,1204010.421,12739.53328,7.993032251
5340,25,0.00063,106.7816528,10.88680481,694737.827,1204035.422,12357.25223,7.753181492
5341,25,0.00063,106.7816542,10.8870308,694737.8269,1204060.422,12113.98247,7.60054914
5342,25,0.00063,106.7816555,10.88725679,694737.8268,1204085.422,11766.45423,7.382502997
5343,25,0.00063,106.7816569,10.88748279,694737.8268,1204110.422,11557.9373,7.251675259
5344,25,0.00063,106.7816582,10.88770878,694737.827,1204135.422,11592.69012,7.273479716
5345,25,0.00063,106.7816595,10.88793477,694737.827,1204160.422,11766.45423,7.382502564
5346,25,0.00063,106.7816609,10.88816076,694737.8269,1204185.422,11627.44294,7.295284028
5347,25,0.00063,106.7816622,10.88838675,694737.8269,1204210.422,11210.40906,7.033628718
5348,25,0.00063,106.7816636,10.88861274,694737.8267,1204235.422,11036.64495,6.924605596
5349,25,0.00063,106.7816649,10.88883874,694737.8267,1204260.422,10376.34131,6.510318128
5350,25,0.00063,106.7816663,10.88906473,694737.8268,1204285.422,9646.532021,6.052421484
5351,25,0.00063,106.7816676,10.88929072,694737.8268,1204310.422,8777.711441,5.507306476
5352,25,0.00063,106.7816689,10.88951671,694737.8269,1204335.422,8117.407801,5.09301906
5353,25,0.00063,106.7816703,10.8897427,694737.8269,1204360.422,7943.643685,4.983995987
5354,25,0.00063,106.7816716,10.88996869,694737.8268,1204385.422,7630.868276,4.78775454
5355,25,0.00063,106.781673,10.89019469,694737.827,1204410.422,7248.587221,4.547903914
5356,25,0.00048,106.7816815,10.8903957,694738.6314,1204432.663,6970.564636,3.366562305
5357,25,0.00036,106.781775,10.86741532,694763.7773,1201890.643,1375.360104,0.493869778
5358,25,0.00063,106.7817674,10.86759417,694762.8268,1201910.422,2348.439153,1.473458704
5359,25,0.00063,106.7817687,10.86782016,694762.8268,1201935.422,2000.910921,1.255412367
5360,25,0.00063,106.7817701,10.86804615,694762.8269,1201960.422,1931.405275,1.211803082
5361,25,0.00063,106.7817714,10.86827214,694762.8269,1201985.422,2452.697623,1.538872508
5362,25,0.00063,106.7817727,10.86849813,694762.8268,1202010.422,2383.191976,1.495263219
5363,25,0.00063,106.7817741,10.86872413,694762.8268,1202035.422,2383.191976,1.49526319
5364,25,0.00063,106.7817754,10.86895012,694762.827,1202060.422,2383.191976,1.49526316
5365,25,0.00063,106.7817768,10.86917611,694762.8269,1202085.422,2348.439153,1.473458503
5366,25,0.00063,106.7817781,10.8694021,694762.8269,1202110.422,2313.68633,1.451653846
5367,25,0.00063,106.7817795,10.86962809,694762.827,1202135.422,2383.191976,1.495263073
5368,25,0.00063,106.7817808,10.86985409,694762.8268,1202160.422,2313.68633,1.451653789
5369,25,0.00063,106.7817821,10.87008008,694762.8267,1202185.422,2244.180683,1.408044508
5370,25,0.00063,106.7817835,10.87030607,694762.8269,1202210.422,2313.68633,1.451653733
5371,25,0.00063,106.7817848,10.87053206,694762.8268,1202235.422,2244.180683,1.408044453
5372,25,0.00063,106.7817862,10.87075805,694762.8268,1202260.422,2174.675037,1.364435175
5373,25,0.00063,106.7817875,10.87098405,694762.8269,1202285.422,2105.169391,1.320825898
5374,25,0.00063,106.7817888,10.87121004,694762.8269,1202310.422,1688.135513,1.059170379
5375,25,0.00063,106.7817902,10.87143603,694762.8269,1202335.422,1444.86575,0.90653799
5376,25,0.00063,106.7817915,10.87166202,694762.8269,1202360.422,1410.112927,0.884733349
5377,25,0.00063,106.7817929,10.87188801,694762.8269,1202385.422,1305.854458,0.819319462
5378,25,0.00063,106.7817942,10.87211401,694762.8268,1202410.422,1097.337519,0.688491709
5379,25,0.00063,106.7817955,10.87234,694762.8269,1202435.422,1305.854458,0.81931943
5380,25,0.00063,106.7817969,10.87256599,694762.827,1202460.422,1375.360104,0.862928658
5381,25,0.00063,106.7817982,10.87279198,694762.8269,1202485.422,1305.854458,0.819319398
5382,25,0.00063,106.7817996,10.87301797,694762.8267,1202510.422,1479.618574,0.928342487
5383,25,0.00063,106.7818009,10.87324397,694762.8268,1202535.422,1618.629866,1.015560951
5384,25,0.00063,106.7818023,10.87346996,694762.8269,1202560.422,1722.888336,1.080974792
5385,25,0.00063,106.7818036,10.87369595,694762.8269,1202585.422,1792.393982,1.12458401
5386,25,0.00063,106.7818049,10.87392194,694762.8269,1202610.422,1827.146805,1.146388608
5387,25,0.00063,106.7818063,10.87414794,694762.8268,1202635.422,1861.899629,1.168193204
5388,25,0.00063,106.7818076,10.87437393,694762.8268,1202660.422,1861.899629,1.168193181
5389,25,0.00063,106.781809,10.87459992,694762.8268,1202685.422,1827.146805,1.14638854
5390,25,0.00063,106.7818103,10.87482591,694762.8269,1202710.421,1966.158098,1.233606989
5391,25,0.00063,106.7818116,10.8750519,694762.8269,1202735.422,2035.663744,1.277216199
5392,25,0.00063,106.781813,10.8752779,694762.8268,1202760.422,2070.416568,1.299020791
5393,25,0.00063,106.7818143,10.87550389,694762.8267,1202785.422,2105.169391,1.320825382
5394,25,0.00063,106.7818157,10.87572988,694762.8268,1202810.422,2105.169391,1.320825356
5395,25,0.00063,106.781817,10.87595587,694762.8268,1202835.422,2174.675037,1.364434561
5396,25,0.00063,106.7818184,10.87618186,694762.8267,1202860.422,2209.42786,1.386239149
5397,25,0.00063,106.7818197,10.87640785,694762.8267,1202885.422,2278.933507,1.429848352
5398,25,0.00063,106.781821,10.87663385,694762.8268,1202910.422,2417.944799,1.517066781
5399,25,0.00063,106.7818224,10.87685984,694762.8269,1202935.422,2383.191976,1.495262137
5400,25,0.00063,106.7818237,10.87708583,694762.827,1202960.422,2244.180683,1.408043654
5401,25,0.00063,106.7818251,10.87731182,694762.8269,1202985.422,2383.191976,1.495262079
5402,25,0.00063,106.7818264,10.87753781,694762.8269,1203010.421,2661.214562,1.66969895
5403,25,0.00063,106.7818278,10.87776381,694762.8269,1203035.422,2661.214562,1.669698917
5404,25,0.00063,106.7818291,10.8779898,694762.8269,1203060.422,2834.978678,1.778721943
5405,25,0.00063,106.7818304,10.87821579,694762.8269,1203085.422,3321.518202,2.083986465
5406,25,0.00063,106.7818318,10.87844178,694762.8268,1203110.422,3564.787964,2.2366187
5407,25,0.00063,106.7818331,10.87866777,694762.8269,1203135.422,3634.293611,2.280227877
5408,25,0.00063,106.7818345,10.87889377,694762.8269,1203160.422,3808.057727,2.389250882
5409,25,0.00063,106.7818358,10.87911976,694762.8268,1203185.422,3773.304903,2.367446226
5410,25,0.00063,106.7818371,10.87934575,694762.8269,1203210.422,3808.057727,2.389250789
5411,25,0.00063,106.7818385,10.87957174,694762.8269,1203235.422,3773.304903,2.367446134
5412,25,0.00063,106.7818398,10.87979773,694762.827,1203260.422,3808.057727,2.389250696
5413,25,0.00063,106.7818412,10.88002373,694762.8271,1203285.422,3842.81055,2.411055257
5414,25,0.00063,106.7818425,10.88024972,694762.8269,1203310.422,4294.597251,2.694515106
5415,25,0.00063,106.7818439,10.88047571,694762.827,1203335.422,4989.653715,3.130607193
5416,25,0.00063,106.7818452,10.8807017,694762.827,1203360.422,5545.698886,3.479480836
5417,25,0.00063,106.7818465,10.88092769,694762.8269,1203385.422,5684.710178,3.566699193
5418,25,0.00063,106.7818479,10.88115368,694762.8268,1203410.422,5649.957355,3.544894517
5419,25,0.00063,106.7818492,10.88137968,694762.8267,1203435.422,6101.744056,3.828354316
5420,25,0.00063,106.7818506,10.88160567,694762.8267,1203460.422,6623.036404,4.155423314
5421,25,0.00063,106.7818519,10.88183166,694762.8269,1203485.422,6692.54205,4.199032442
5422,25,0.00063,106.7818533,10.88205765,694762.8269,1203510.422,6970.564636,4.373469191
5423,25,0.00063,106.7818546,10.88228365,694762.8269,1203535.422,6970.564636,4.373469106
5424,25,0.00063,106.7818559,10.88250964,694762.8268,1203560.422,7074.823105,4.43888283
5425,25,0.00063,106.7818573,10.88273563,694762.8268,1203585.422,7874.138039,4.940388605
5426,25,0.00063,106.7818586,10.88296162,694762.8268,1203610.422,7943.643685,4.983997713
5427,25,0.00063,106.78186,10.88318761,694762.8268,1203635.422,8013.149331,5.02760682
5428,25,0.00063,106.7818613,10.88341361,694762.8269,1203660.422,8047.902154,5.049411322
5429,25,0.00063,106.7818627,10.8836396,694762.8269,1203685.422,7943.643685,4.98399742
5430,25,0.00063,106.781864,10.88386559,694762.8269,1203710.422,8186.913447,5.136629527
5431,25,0.00063,106.7818653,10.88409158,694762.8268,1203735.421,8951.475557,5.61633063
5432,25,0.00063,106.7818667,10.88431757,694762.8269,1203760.422,9507.520728,5.965204116
5433,25,0.00063,106.781868,10.88454356,694762.8269,1203785.422,9646.532021,6.052422396
5434,25,0.00063,106.7818694,10.88476956,694762.8267,1203810.422,9959.307429,6.248663667
5435,25,0.00063,106.7818707,10.88499555,694762.8267,1203835.422,10202.57719,6.401295734
5436,25,0.00063,106.7818721,10.88522154,694762.8268,1203860.422,10897.63366,6.837387569
5437,25,0.00063,106.7818734,10.88544753,694762.8268,1203885.422,11592.69012,7.273479387
5438,25,0.00063,106.7818748,10.88567352,694762.8269,1203910.422,11870.7127,7.447916022
5439,25,0.00063,106.7818761,10.88589951,694762.827,1203935.422,12044.47682,7.55693886
5440,25,0.00063,106.7818774,10.88612551,694762.8268,1203960.422,13226.07281,8.298294987
5441,25,0.00063,106.7818788,10.8863515,694762.8268,1203985.422,13191.31999,8.276490229
5442,25,0.00063,106.7818801,10.88657749,694762.8268,1204010.422,12982.80305,8.145662493
5443,25,0.00063,106.7818815,10.88680348,694762.8269,1204035.422,12670.02764,7.949420978
5444,25,0.00063,106.7818828,10.88702947,694762.8269,1204060.422,12392.00505,7.774984066
5445,25,0.00063,106.7818842,10.88725547,694762.827,1204085.422,12113.98247,7.600547161
5446,25,0.00063,106.7818855,10.88748146,694762.8269,1204110.422,12079.22964,7.578742418
5447,25,0.00063,106.7818868,10.88770745,694762.8269,1204135.422,11905.46553,7.469719303
5448,25,0.00063,106.7818882,10.88793344,694762.8269,1204160.422,11870.7127,7.447914564
5449,25,0.00063,106.7818895,10.88815943,694762.8268,1204185.422,11731.70141,7.360696048
5450,25,0.00063,106.7818909,10.88838543,694762.8269,1204210.422,11592.69012,7.273477537
5451,25,0.00063,106.7818922,10.88861142,694762.827,1204235.422,11175.65624,7.011822295
5452,25,0.00063,106.7818936,10.88883741,694762.827,1204260.422,10619.61107,6.662948698
5453,25,0.00063,106.7818949,10.8890634,694762.827,1204285.422,9820.296137,6.16144298
5454,25,0.00063,106.7818962,10.88928939,694762.827,1204310.422,8847.217088,5.55091433
5455,25,0.00063,106.7818976,10.88951538,694762.8269,1204335.422,8221.66627,5.158431603
5456,25,0.00063,106.7818989,10.88974138,694762.8268,1204360.422,8013.149331,5.027603965
5457,25,0.00063,106.7819003,10.88996737,694762.8269,1204385.422,7874.138039,4.940385511
5458,25,0.00063,106.7819016,10.89019336,694762.8268,1204410.422,7665.6211,4.809557882
5459,25,0.00062,106.781904,10.89041813,694762.9423,1204435.288,7040.070282,4.367595098
5460,25,0.00005,106.7819628,10.89054825,694769.2808,1204449.719,7040.070282,0.345504164
5461,25,0.00052,106.7820007,10.86738487,694788.4794,1201887.419,1861.899629,0.973605094
5462,25,0.00063,106.781996,10.86759284,694787.827,1201910.422,2209.42786,1.386239845
5463,25,0.00063,106.7819974,10.86781883,694787.8269,1201935.422,2174.675037,1.364435193
5464,25,0.00063,106.7819987,10.86804482,694787.8268,1201960.422,2591.708915,1.626090668
5465,25,0.00063,106.782,10.86827082,694787.8269,1201985.422,2591.708915,1.626090636
5466,25,0.00063,106.7820014,10.86849681,694787.8269,1202010.422,2591.708915,1.626090605
5467,25,0.00063,106.7820027,10.8687228,694787.8269,1202035.422,2591.708915,1.626090573
5468,25,0.00063,106.7820041,10.86894879,694787.827,1202060.422,2591.708915,1.626090541
5469,25,0.00063,106.7820054,10.86917478,694787.8269,1202085.422,2105.169391,1.320825787
5470,25,0.00063,106.7820067,10.86940078,694787.8268,1202110.422,2000.910921,1.255411893
5471,25,0.00063,106.7820081,10.86962677,694787.8268,1202135.422,2417.944799,1.517067335
5472,25,0.00063,106.7820094,10.86985276,694787.8269,1202160.422,1861.899629,1.168193357
5473,25,0.00063,106.7820108,10.87007875,694787.827,1202185.422,1861.899629,1.168193334
5474,25,0.00063,106.7820121,10.87030474,694787.827,1202210.422,1861.899629,1.168193311
5475,25,0.00063,106.7820135,10.87053074,694787.8269,1202235.421,1861.899629,1.168193288
5476,25,0.00063,106.7820148,10.87075673,694787.827,1202260.422,1861.899629,1.168193265
5477,25,0.00063,106.7820161,10.87098272,694787.8269,1202285.421,1583.877043,0.993756286
5478,25,0.00063,106.7820175,10.87120871,694787.8268,1202310.422,1514.371397,0.950147028
5479,25,0.00063,106.7820188,10.87143471,694787.8269,1202335.422,1444.86575,0.906537772
5480,25,0.00063,106.7820202,10.8716607,694787.8269,1202360.422,1444.86575,0.906537754
5481,25,0.00063,106.7820215,10.87188669,694787.8269,1202385.422,1410.112927,0.884733118
5482,25,0.00063,106.7820228,10.87211268,694787.827,1202410.422,1166.843165,0.732100778
5483,25,0.00063,106.7820242,10.87233867,694787.8269,1202435.422,1097.337519,0.68849153
5484,25,0.00063,106.7820255,10.87256467,694787.8268,1202460.422,1201.595988,0.753905366
5485,25,0.00063,106.7820269,10.87279065,694787.8269,1202485.421,1062.584695,0.666686887
5486,25,0.00063,106.7820282,10.87301665,694787.8269,1202510.422,1166.843165,0.732100721
5487,25,0.00063,106.7820296,10.87324264,694787.8269,1202535.422,1201.595988,0.753905322
5488,25,0.00063,106.7820309,10.87346863,694787.8269,1202560.422,1271.101634,0.797514537
5489,25,0.00063,106.7820322,10.87369462,694787.8268,1202585.422,1479.618574,0.928342209
5490,25,0.00063,106.7820336,10.87392062,694787.8268,1202610.422,1549.12422,0.971951419
5491,25,0.00063,106.7820349,10.87414661,694787.8269,1202635.422,1549.12422,0.9719514
5492,25,0.00063,106.7820363,10.8743726,694787.8268,1202660.422,1583.877043,0.993755994
5493,25,0.00063,106.7820376,10.87459859,694787.8269,1202685.422,1653.382689,1.0373652
5494,25,0.00063,106.7820389,10.87482458,694787.8269,1202710.422,1722.888336,1.080974405
5495,25,0.00063,106.7820403,10.87505058,694787.827,1202735.422,1827.146805,1.14638822
5496,25,0.00063,106.7820416,10.87527657,694787.827,1202760.422,1931.405275,1.211802032
5497,25,0.00063,106.782043,10.87550256,694787.8269,1202785.422,1966.158098,1.233606619
5498,25,0.00063,106.7820443,10.87572855,694787.8269,1202810.422,1966.158098,1.233606595
5499,25,0.00063,106.7820457,10.87595454,694787.8269,1202835.421,1966.158098,1.233606571
5500,25,0.00063,106.782047,10.87618054,694787.827,1202860.422,2000.910921,1.255411157
5501,25,0.00063,106.7820483,10.87640653,694787.8271,1202885.422,1896.652452,1.189997304
5502,25,0.00063,106.7820497,10.87663252,694787.8269,1202910.422,1757.641159,1.102778845
5503,25,0.00063,106.782051,10.87685851,694787.8266,1202935.422,1827.146805,1.14638804
5504,25,0.00063,106.7820524,10.87708451,694787.8267,1202960.422,1827.146805,1.146388018
5505,25,0.00063,106.7820537,10.8773105,694787.8269,1202985.422,1792.393982,1.124583388
5506,25,0.00063,106.7820551,10.87753649,694787.8268,1203010.422,1722.888336,1.080974151
5507,25,0.00063,106.7820564,10.87776248,694787.8268,1203035.422,2105.169391,1.320824805
5508,25,0.00063,106.7820577,10.87798847,694787.8268,1203060.422,2278.933507,1.429847812
5509,25,0.00063,106.7820591,10.87821446,694787.8269,1203085.421,2904.484324,1.822330691
5510,25,0.00063,106.7820604,10.87844046,694787.8269,1203110.422,2939.237147,1.844135261
5511,25,0.00063,106.7820618,10.87866645,694787.827,1203135.422,2904.484324,1.82233062
5512,25,0.00063,106.7820631,10.87889244,694787.827,1203160.422,3078.24844,1.931353608
5513,25,0.00063,106.7820644,10.87911843,694787.8269,1203185.422,3147.754086,1.974962779
5514,25,0.00063,106.7820658,10.87934442,694787.8268,1203210.422,3217.259733,2.018571948
5515,25,0.00063,106.7820671,10.87957042,694787.8268,1203235.422,3286.765379,2.062181115
5516,25,0.00063,106.7820685,10.87979641,694787.8269,1203260.422,3425.776672,2.149399487
5517,25,0.00063,106.7820698,10.8800224,694787.8268,1203285.422,3634.293611,2.28022706
5518,25,0.00063,106.7820712,10.88024839,694787.8268,1203310.421,4086.080312,2.563686844
5519,25,0.00063,106.7820725,10.88047439,694787.8269,1203335.422,4642.125483,2.912560421
5520,25,0.00063,106.7820738,10.88070037,694787.8269,1203360.422,5024.406538,3.152410978
5521,25,0.00063,106.7820752,10.88092637,694787.8269,1203385.422,5337.181946,3.348652325
5522,25,0.00063,106.7820765,10.88115236,694787.827,1203410.422,5754.215825,3.610307465
5523,25,0.00063,106.7820779,10.88137835,694787.827,1203435.422,6310.260996,3.959180994
5524,25,0.00063,106.7820792,10.88160434,694787.8269,1203460.422,6379.766642,4.002790116
5525,25,0.00063,106.7820806,10.88183033,694787.8267,1203485.422,6692.54205,4.19903143
5526,25,0.00063,106.7820819,10.88205633,694787.8267,1203510.422,6901.05899,4.32985894
5527,25,0.00063,106.7820832,10.88228232,694787.8269,1203535.422,7040.070282,4.417077249
5528,25,0.00063,106.7820846,10.88250831,694787.8271,1203560.422,7700.373923,4.831364522
5529,25,0.00063,106.7820859,10.8827343,694787.8272,1203585.422,7735.126746,4.853169025
5530,25,0.00063,106.7820873,10.88296029,694787.8272,1203610.422,7804.632392,4.896778124
5531,25,0.00063,106.7820886,10.88318629,694787.827,1203635.422,7978.396508,5.005801012
5532,25,0.00063,106.78209,10.88341228,694787.8268,1203660.422,8047.902154,5.049410106
5533,25,0.00063,106.7820913,10.88363827,694787.8268,1203685.422,8186.913447,5.13662839
5534,25,0.00063,106.7820927,10.88386426,694787.8268,1203710.422,8291.171917,5.202042076
5535,25,0.00063,106.782094,10.88409025,694787.8268,1203735.422,8777.711441,5.507306302
5536,25,0.00063,106.7820953,10.88431624,694787.8269,1203760.422,9785.543313,6.139639434
5537,25,0.00063,106.7820967,10.88454224,694787.8269,1203785.422,10098.31872,6.33588066
5538,25,0.00063,106.782098,10.88476823,694787.827,1203810.422,10202.57719,6.401294317
5539,25,0.00063,106.7820994,10.88499422,694787.8271,1203835.422,10341.58848,6.488512565
5540,25,0.00063,106.7821007,10.88522021,694787.827,1203860.422,11071.39777,6.946408886
5541,25,0.00063,106.7821021,10.8854462,694787.827,1203885.422,11801.20706,7.404305189
5542,25,0.00063,106.7821034,10.8856722,694787.8268,1203910.422,12009.724,7.535132596
5543,25,0.00063,106.7821047,10.88589818,694787.8268,1203935.421,12287.74658,7.70956918
5544,25,0.00063,106.7821061,10.88612418,694787.827,1203960.422,12252.99376,7.687764438
5545,25,0.00063,106.7821074,10.88635017,694787.8271,1203985.422,13469.34257,8.45092496
5546,25,0.00063,106.7821088,10.88657616,694787.827,1204010.422,13191.31999,8.276488073
5547,25,0.00063,106.7821101,10.88680215,694787.8268,1204035.422,12948.05022,8.123855783
5548,25,0.00063,106.7821115,10.88702814,694787.8268,1204060.422,12600.52199,7.90580973
5549,25,0.00063,106.7821128,10.88725414,694787.8269,1204085.422,12496.26352,7.840395809
5550,25,0.00063,106.7821141,10.88748013,694787.827,1204110.422,12496.26352,7.840395655
5551,25,0.00063,106.7821155,10.88770612,694787.827,1204135.422,12218.24094,7.665958797
5552,25,0.00063,106.7821168,10.88793211,694787.8269,1204160.421,12009.724,7.535131121
5553,25,0.00063,106.7821182,10.8881581,694787.827,1204185.422,11801.20706,7.40430345
5554,25,0.00063,106.7821195,10.8883841,694787.827,1204210.422,11662.19577,7.317084958
5555,25,0.00063,106.7821209,10.88861009,694787.8269,1204235.422,11557.9373,7.251671055
5556,25,0.00063,106.7821222,10.88883608,694787.8268,1204260.422,10828.12801,6.793774609
5557,25,0.00063,106.7821236,10.88906207,694787.8267,1204285.422,10133.07155,6.357682765
5558,25,0.00063,106.7821249,10.88928806,694787.8267,1204310.422,8916.722734,5.594522163
5559,25,0.00063,106.7821262,10.88951406,694787.8269,1204335.422,8256.419094,5.180234945
5560,25,0.00063,106.7821276,10.88974005,694787.827,1204360.422,8117.407801,5.093016507
5561,25,0.00063,106.7821289,10.88996604,694787.8269,1204385.422,7943.643685,4.983993488
5562,25,0.00063,106.7821303,10.89019203,694787.827,1204410.422,7769.879569,4.874970474
5563,25,0.00063,106.7821316,10.89041802,694787.8271,1204435.422,7422.351337,4.656924549
5564,25,0.00023,106.7821481,10.89057437,694789.5272,1204452.727,6935.811813,1.585164582
5565,25,0.00006,106.7822712,10.86723529,694818.1431,1201871.046,1966.158098,0.119686888
5566,25,0.00063,106.7822236,10.8673658,694812.8552,1201885.452,2000.910921,1.252293265
5567,25,0.00063,106.7822246,10.86759151,694812.8268,1201910.422,2209.42786,1.386239511
5568,25,0.00063,106.782226,10.86781751,694812.827,1201935.422,2348.439153,1.473457966
5569,25,0.00063,106.7822273,10.8680435,694812.8268,1201960.422,2417.944799,1.517067177
5570,25,0.00063,106.7822287,10.86826949,694812.8267,1201985.422,2452.697623,1.538871767
5571,25,0.00063,106.78223,10.86849548,694812.8269,1202010.422,2591.708915,1.626090213
5572,25,0.00063,106.7822314,10.86872147,694812.8269,1202035.422,2556.956092,1.604285562
5573,25,0.00063,106.7822327,10.86894747,694812.8268,1202060.422,2522.203269,1.582480913
5574,25,0.00063,106.782234,10.86917346,694812.8269,1202085.422,2417.944799,1.517067029
5575,25,0.00063,106.7822354,10.86939945,694812.8269,1202110.422,2626.461738,1.647894703
5576,25,0.00063,106.7822367,10.86962544,694812.8269,1202135.422,1861.899629,1.168193098
5577,25,0.00063,106.7822381,10.86985144,694812.827,1202160.422,1757.641159,1.102779226
5578,25,0.00063,106.7822394,10.87007743,694812.8268,1202185.422,1722.888336,1.080974588
5579,25,0.00063,106.7822407,10.87030342,694812.8268,1202210.422,1618.629866,1.01556072
5580,25,0.00063,106.7822421,10.87052941,694812.8269,1202235.422,1618.629866,1.0155607
5581,25,0.00063,106.7822434,10.8707554,694812.8268,1202260.422,1653.382689,1.037365295
5582,25,0.00063,106.7822448,10.87098139,694812.8269,1202285.422,1618.629866,1.01556066
5583,25,0.00063,106.7822461,10.87120739,694812.8271,1202310.422,1583.877043,0.993756027
5584,25,0.00063,106.7822475,10.87143338,694812.827,1202335.422,1514.371397,0.95014678
5585,25,0.00063,106.7822488,10.87165937,694812.8269,1202360.422,1444.86575,0.906537535
5586,25,0.00063,106.7822501,10.87188536,694812.8268,1202385.422,1340.607281,0.84112368
5587,25,0.00063,106.7822515,10.87211136,694812.8268,1202410.422,1097.337519,0.688491377
5588,25,0.00063,106.7822528,10.87233735,694812.827,1202435.422,888.8205795,0.557663693
5589,25,0.00063,106.7822542,10.87256334,694812.8269,1202460.422,993.079049,0.623077516
5590,25,0.00063,106.7822555,10.87278933,694812.8269,1202485.422,1027.831872,0.644882115
5591,25,0.00063,106.7822568,10.87301532,694812.827,1202510.422,1027.831872,0.644882103
5592,25,0.00063,106.7822582,10.87324131,694812.8269,1202535.422,1027.831872,0.64488209
5593,25,0.00063,106.7822595,10.87346731,694812.8269,1202560.422,923.5734027,0.579468248
5594,25,0.00063,106.7822609,10.8736933,694812.827,1202585.422,958.3262259,0.601272846
5595,25,0.00063,106.7822622,10.87391929,694812.8269,1202610.422,993.079049,0.623077443
5596,25,0.00063,106.7822636,10.87414528,694812.8268,1202635.421,1271.101634,0.797514298
5597,25,0.00063,106.7822649,10.87437127,694812.8268,1202660.422,1271.101634,0.797514283
5598,25,0.00063,106.7822662,10.87459727,694812.8268,1202685.422,1340.607281,0.841123482
5599,25,0.00063,106.7822676,10.87482326,694812.8269,1202710.422,1444.86575,0.906537287
5600,25,0.00063,106.7822689,10.87504925,694812.8268,1202735.422,1653.382689,1.03736491
5601,25,0.00063,106.7822703,10.87527524,694812.8269,1202760.422,1653.382689,1.03736489
5602,25,0.00063,106.7822716,10.87550123,694812.827,1202785.422,1688.135513,1.059169475
5603,25,0.00063,106.782273,10.87572723,694812.8269,1202810.422,1688.135513,1.059169454
5604,25,0.00063,106.7822743,10.87595322,694812.8268,1202835.422,1688.135513,1.059169434
5605,25,0.00063,106.7822756,10.87617921,694812.8268,1202860.422,1722.888336,1.080974018
5606,25,0.00063,106.782277,10.8764052,694812.8268,1202885.422,1583.877043,0.99375558
5607,25,0.00063,106.7822783,10.87663119,694812.8269,1202910.422,1653.382689,1.037364768
5608,25,0.00063,106.7822797,10.87685719,694812.827,1202935.422,1514.371397,0.950146334
5609,25,0.00063,106.782281,10.87708318,694812.827,1202960.422,1514.371397,0.950146316
5610,25,0.00063,106.7822823,10.87730917,694812.8268,1202985.422,1514.371397,0.950146297
5611,25,0.00063,106.7822837,10.87753516,694812.8269,1203010.422,1583.877043,0.993755483
5612,25,0.00063,106.782285,10.87776115,694812.8269,1203035.422,1931.405275,1.211801479
5613,25,0.00063,106.7822864,10.87798715,694812.8269,1203060.422,2139.922214,1.342629062
5614,25,0.00063,106.7822877,10.87821314,694812.8269,1203085.422,2487.450446,1.560675043
5615,25,0.00063,106.7822891,10.87843913,694812.8269,1203110.422,2591.708915,1.626088814
5616,25,0.00063,106.7822904,10.87866512,694812.8268,1203135.422,2626.461738,1.647893382
5617,25,0.00063,106.7822917,10.87889111,694812.8269,1203160.422,2695.967385,1.691502549
5618,25,0.00063,106.7822931,10.8791171,694812.8269,1203185.422,2869.731501,1.800525511
5619,25,0.00063,106.7822944,10.8793431,694812.8269,1203210.422,2904.484324,1.822330074
5620,25,0.00063,106.7822958,10.87956909,694812.8269,1203235.422,3008.742793,1.887743833
5621,25,0.00063,106.7822971,10.87979508,694812.8268,1203260.422,3217.259733,2.018571383
5622,25,0.00063,106.7822985,10.88002107,694812.8267,1203285.421,3391.023848,2.12759433
5623,25,0.00063,106.7822998,10.88024706,694812.8268,1203310.422,3460.529495,2.171203482
5624,25,0.00063,106.7823011,10.88047306,694812.8269,1203335.422,3981.821842,2.498272386
5625,25,0.00063,106.7823025,10.88069905,694812.8269,1203360.422,4815.889599,3.021582643
5626,25,0.00063,106.7823038,10.88092504,694812.8269,1203385.422,5371.93477,3.370456113
5627,25,0.00063,106.7823052,10.88115103,694812.8268,1203410.422,5927.979941,3.719329571
5628,25,0.00063,106.7823065,10.88137702,694812.8268,1203435.422,6171.249703,3.871961661
5629,25,0.00063,106.7823079,10.88160301,694812.8268,1203460.422,6310.260996,3.959179963
5630,25,0.00063,106.7823092,10.88182901,694812.8269,1203485.422,6796.80052,4.2644442
5631,25,0.00063,106.7823106,10.882055,694812.827,1203510.422,6796.80052,4.264444117
5632,25,0.00063,106.7823119,10.88228099,694812.8269,1203535.422,7109.575929,4.460685371
5633,25,0.00063,106.7823132,10.88250698,694812.8267,1203560.422,7665.6211,4.809558765
5634,25,0.00063,106.7823146,10.88273297,694812.8267,1203585.422,7665.6211,4.809558671
5635,25,0.00063,106.7823159,10.88295897,694812.8267,1203610.422,7874.138039,4.940386128
