n_ants,iterations,alpha,beta,pi_gamma,time_beta,closure_gamma,rho,Q,tau0,tau_min,tau_max,softmax_temperature,close_prob,n_elite_ants,max_steps
120,120,0.5209035831424349,1.0773774391703679,1.653062343342569,1.4481451328406485,0.09440792917177229,0.10766896599564348,0.0060532435086988684,0.7480289550636519,1e-05,23.62532329620203,0.7250181561323523,0.05149354176268574,7,35
