original_index,link_name,link_type,from_station_id,to_station_id,from_lat,from_lon,to_lat,to_lon,from_station_name,to_station_name,gis_route_distance_m,gis_route_distance_km,average_travel_time_s,average_travel_time_min,average_speed_kmh,assigned_grid_count,assigned_grid_area_km2,assigned_grid_area_m2,Popij,assigned_grid_population_total,Sij_m,Sij_km,forward_source_link_name
66,16_42,Forward,16,42,10.8807,106.81078,10.883092,106.8,"AH4 Building, Area A Dormitory - No. 136-138 Nguyen Binh Khiem Street - Linh Trung Ward",Ho Da Lake - Le Quy Don Intersection - Nguyen Du Street (Residential Block 497-499) - Linh Trung Ward,1590,1.59,209,3.483333333,27.38755981,3,0.030115361,30115.36084,58.67102555,58.67102555,11.20709746,0.011207097,16_42
67,16_1,Forward,16,1,10.8807,106.81078,10.8771068,106.8028618,"AH4 Building, Area A Dormitory - No. 136-138 Nguyen Binh Khiem Street - Linh Trung Ward","International University, VNU-HCM",1665,1.665,178.7279721,2.978799535,33.537,2,0.020076906,20076.90596,84.12863942,84.12863942,46.61887165,0.046618872,16_1
68,16_43,Forward,16,43,10.8807,106.81078,10.8850557,106.8000822,"AH4 Building, Area A Dormitory - No. 136-138 Nguyen Binh Khiem Street - Linh Trung Ward",National Defense and Security Education Center,1725,1.725,230,3.833333333,27,5,0.050192277,50192.27695,49.6194726,49.6194726,12.50491333,0.012504913,16_43
69,17_11,Forward,17,11,10.8765308,106.805115,10.877729,106.805858,Bus Stop 33,VNU-HCM Area A Dormitory - Area A Dormitory (Stop CX 161-163) - Ta Quang Buu Street - Linh Trung Ward,165,0.165,33,0.55,18,1,0.010038464,10038.46436,29.23520686,29.23520686,38.52337733,0.038523377,17_11
70,18_65,Forward,18,65,10.8743785,106.7999792,10.8809022,106.7955379,Student Cultural House - Opposite Student Cultural House - Creative Square - Linh Trung Ward,VNU-HCM Guest House - Opposite VNU-HCM Guest House (Stop CX 353-355) - Nguyen Du Street - Linh Trung Ward,1155,1.155,150,2.5,27.72,26,0.261002735,261002.7346,798.9483668,798.9483668,202.5581722,0.202558172,18_65
71,18_4,Backward,18,4,10.8743785,106.7999792,10.8764075,106.8024855,Student Cultural House - Opposite Student Cultural House - Creative Square - Linh Trung Ward,"International University, VNU-HCM - Opposite International University - Creative Square - Linh Trung Ward",472,0.472,77,1.283333333,22.06753247,0,0,0,0,0,0,0,3_18
72,18_24,Forward,18,24,10.8743785,106.7999792,10.8734223,106.802275,Student Cultural House - Opposite Student Cultural House - Creative Square - Linh Trung Ward,"University of Social Sciences and Humanities, VNU-HCM - Creative Square - Linh Trung Ward",268,0.268,37,0.616666667,26.07567568,1,0.010038525,10038.52544,55.56910463,55.56910463,13.03147884,0.013031479,18_24
73,18_20,Forward,18,20,10.8743785,106.7999792,10.8716853,106.7981465,Student Cultural House - Opposite Student Cultural House - Creative Square - Linh Trung Ward,Fishing Lake - Opposite 6/21 Alexandre de Rhodes Street,650,0.65,123,2.05,19.02439024,10,0.100385543,100385.543,543.2009475,543.2009475,160.9110735,0.160911073,18_20
74,19_4,Forward,19,4,10.874543,106.8001747,10.8764075,106.8024855,Student Cultural House - Creative Square - Linh Trung Ward,"International University, VNU-HCM - Opposite International University - Creative Square - Linh Trung Ward",470,0.47,77,1.283333333,21.97402597,0,0,0,0,0,0,0,19_4
75,19_65,Forward,19,65,10.874543,106.8001747,10.8809022,106.7955379,Student Cultural House - Creative Square - Linh Trung Ward,VNU-HCM Guest House - Opposite VNU-HCM Guest House (Stop CX 353-355) - Nguyen Du Street - Linh Trung Ward,1153,1.153,149,2.483333333,27.85771812,6,0.060231262,60231.2615,182.1647983,182.1647983,33.06719308,0.033067193,19_65
76,20_21,U-turn,20,21,10.8716853,106.7981465,10.8710814,106.797648,Fishing Lake - Opposite 6/21 Alexandre de Rhodes Street,Fishing Lake - In Front of House No. 21/6 (Utility Pole 167) - Alexandre de Rhodes Street - Linh Trung Ward,84,0.084,13,0.216666667,23.26153846,0,0,0,0,0,0,0,
77,20_24,Forward,20,24,10.8716853,106.7981465,10.8734223,106.802275,Fishing Lake - Opposite 6/21 Alexandre de Rhodes Street,"University of Social Sciences and Humanities, VNU-HCM - Creative Square - Linh Trung Ward",537,0.537,109,1.816666667,17.73577982,9,0.090346755,90346.75514,602.0809303,602.0809303,63.02425068,0.063024251,20_24
78,20_19,Forward,20,19,10.8716853,106.7981465,10.874543,106.8001747,Fishing Lake - Opposite 6/21 Alexandre de Rhodes Street,Student Cultural House - Creative Square - Linh Trung Ward,648,0.648,109,1.816666667,21.40183486,1,0.010038536,10038.53599,56.91961165,56.91961165,2.837159693,0.00283716,20_19
79,20_4,Forward,20,4,10.8716853,106.7981465,10.8764075,106.8024855,Fishing Lake - Opposite 6/21 Alexandre de Rhodes Street,"International University, VNU-HCM - Opposite International University - Creative Square - Linh Trung Ward",906,0.906,153,2.55,21.31764706,4,0.040154051,40154.0505,209.784528,209.784528,33.05789256,0.033057893,20_4
80,21_22,Forward,21,22,10.8710814,106.797648,10.8705742,106.795856,Fishing Lake - In Front of House No. 21/6 (Utility Pole 167) - Alexandre de Rhodes Street - Linh Trung Ward,University of Physical Education and Sports - Vo Truong Toan Street - Linh Trung Ward,222,0.222,35,0.583333333,22.83428571,28,0.281080361,281080.3607,1412.795064,1412.795064,261.0467541,0.261046754,21_22
81,21_20,U-turn,21,20,10.8710814,106.797648,10.8716853,106.7981465,Fishing Lake - In Front of House No. 21/6 (Utility Pole 167) - Alexandre de Rhodes Street - Linh Trung Ward,Fishing Lake - Opposite 6/21 Alexandre de Rhodes Street,368,0.368,88,1.466666667,15.05454545,0,0,0,0,0,0,0,
82,22_28,Forward,22,28,10.8705742,106.795856,10.8667878,106.7945856,University of Physical Education and Sports - Vo Truong Toan Street - Linh Trung Ward,VNU-HCM Information Technology Park - Vo Truong Toan Street,484,0.484,55.91425454,0.931904242,31.162,14,0.140540365,140540.3654,596.3365708,596.3365708,183.3632507,0.183363251,22_28
83,23_20,Backward,23,20,10.870383,106.7958583,10.8716853,106.7981465,VNU-HCM Central Library - Rear Gate of VNU-HCM Central Library - Vo Truong Toan Street - Linh Trung Ward,Fishing Lake - Opposite 6/21 Alexandre de Rhodes Street,356,0.356,34.62847879,0.577141313,37.01,28,0.281080361,281080.3607,1412.795064,1412.795064,261.0467541,0.261046754,21_22
84,24_19,Forward,24,19,10.8734223,106.802275,10.874543,106.8001747,"University of Social Sciences and Humanities, VNU-HCM - Creative Square - Linh Trung Ward",Student Cultural House - Creative Square - Linh Trung Ward,270,0.27,40,0.666666667,24.3,2,0.020077022,20077.02154,110.4628246,110.4628246,34.37249174,0.034372492,24_19
85,24_6,Backward,24,6,10.8734223,106.802275,10.875778,106.8051008,"University of Social Sciences and Humanities, VNU-HCM - Creative Square - Linh Trung Ward",VNU-HCM Area A Dormitory - Creative Square Intersection (Inbound) - Creative Square - Linh Trung Ward,529,0.529,80.72570048,1.345428341,23.591,0,0,0,0,0,0,0,5_25
86,24_7,Backward,24,7,10.8734223,106.802275,10.8746507,106.8061372,"University of Social Sciences and Humanities, VNU-HCM - Creative Square - Linh Trung Ward","University of Science, VNU-HCM - Opposite CNG Station - Road 621",536,0.536,60.16275372,1.002712562,32.073,0,0,0,0,0,0,0,5_25
87,24_26,Forward,24,26,10.8734223,106.802275,10.8702028,106.8017771,"University of Social Sciences and Humanities, VNU-HCM - Creative Square - Linh Trung Ward","University of Information Technology, VNU-HCM - Han Thuyen Street",895,0.895,236,3.933333333,13.65254237,10,0.10038519,100385.1903,681.2822114,681.2822114,112.5906705,0.11259067,24_26
88,24_25,U-turn,24,25,10.8734223,106.802275,10.8736134,106.8029052,"University of Social Sciences and Humanities, VNU-HCM - Creative Square - Linh Trung Ward",VNU-HCM Area A Bus Terminal - Creative Square,68,0.068,9,0.15,27.2,0,0,0,0,0,0,0,
89,25_24,U-turn,25,24,10.8736134,106.8029052,10.8734223,106.802275,VNU-HCM Area A Bus Terminal - Creative Square,"University of Social Sciences and Humanities, VNU-HCM - Creative Square - Linh Trung Ward",68,0.068,11,0.183333333,22.25454545,0,0,0,0,0,0,0,
90,25_19,Backward,25,19,10.8736134,106.8029052,10.874543,106.8001747,VNU-HCM Area A Bus Terminal - Creative Square,Student Cultural House - Creative Square - Linh Trung Ward,331,0.331,45.14491381,0.75241523,26.395,2,0.020077022,20077.02154,110.4628246,110.4628246,34.37249174,0.034372492,18_24
91,25_4,Backward,25,4,10.8736134,106.8029052,10.8764075,106.8024855,VNU-HCM Area A Bus Terminal - Creative Square,"International University, VNU-HCM - Opposite International University - Creative Square - Linh Trung Ward",573,0.573,95.85501859,1.597583643,21.52,0,0,0,0,0,0,0,4_25
92,25_26,Forward,25,26,10.8736134,106.8029052,10.8702028,106.8017771,VNU-HCM Area A Bus Terminal - Creative Square,"University of Information Technology, VNU-HCM - Han Thuyen Street",972,0.972,122.8177319,2.046962199,28.491,1,0.010038497,10038.49688,50.16717324,50.16717324,17.75725689,0.017757257,25_26
93,26_6,Forward,26,6,10.8702028,106.8017771,10.875778,106.8051008,"University of Information Technology, VNU-HCM - Han Thuyen Street",VNU-HCM Area A Dormitory - Creative Square Intersection (Inbound) - Creative Square - Linh Trung Ward,870,0.87,128.1767956,2.136279926,24.435,4,0.04015397,40153.9695,184.125767,184.125767,11.23177156,0.011231772,26_6
94,26_7,Forward,26,7,10.8702028,106.8017771,10.8746507,106.8061372,"University of Information Technology, VNU-HCM - Han Thuyen Street","University of Science, VNU-HCM - Opposite CNG Station - Road 621",877,0.877,96.90905184,1.615150864,32.579,9,0.090346398,90346.39794,318.8233016,318.8233016,69.19114047,0.06919114,26_7
95,26_25,Backward,26,25,10.8702028,106.8017771,10.8736134,106.8029052,"University of Information Technology, VNU-HCM - Han Thuyen Street",VNU-HCM Area A Bus Terminal - Creative Square,407,0.407,91,1.516666667,16.1010989,1,0.010038497,10038.49688,50.16717324,50.16717324,17.75725689,0.017757257,25_26
96,27_28,U-turn,27,28,10.8677212,106.7950793,10.8667878,106.7945856,VNU-HCM Central Library - Vo Truong Toan Street - Linh Trung Ward,VNU-HCM Information Technology Park - Vo Truong Toan Street,116,0.116,22,0.366666667,18.98181818,0,0,0,0,0,0,0,
97,27_23,Forward,27,23,10.8677212,106.7950793,10.870383,106.7958583,VNU-HCM Central Library - Vo Truong Toan Street - Linh Trung Ward,VNU-HCM Central Library - Rear Gate of VNU-HCM Central Library - Vo Truong Toan Street - Linh Trung Ward,361,0.361,51,0.85,25.48235294,4,0.040154295,40154.29471,196.9564861,196.9564861,56.16128127,0.056161281,27_23
98,28_27,U-turn,28,27,10.8667878,106.7945856,10.8677212,106.7950793,VNU-HCM Information Technology Park - Vo Truong Toan Street,VNU-HCM Central Library - Vo Truong Toan Street - Linh Trung Ward,116,0.116,14,0.233333333,29.82857143,0,0,0,0,0,0,0,
99,28_30,Forward,28,30,10.8667878,106.7945856,10.8654768,106.7937506,VNU-HCM Information Technology Park - Vo Truong Toan Street,Thao Nguyen - 35B National Highway 1 - Linh Trung Ward,253,0.253,49,0.816666667,18.5877551,9,0.070503542,70503.54202,120.2119742,120.2119742,132.422051,0.132422051,28_30
100,28_29,Forward,28,29,10.8667878,106.7945856,10.8669175,106.7911828,VNU-HCM Information Technology Park - Vo Truong Toan Street,Nong Lam University - No. 85 (Opposite No. 1026-1028) - National Highway 1 - Linh Trung Ward,449,0.449,89,1.483333333,18.16179775,9,0.090347499,90347.49921,424.5005577,424.5005577,136.2191629,0.136219163,28_29
101,29_54,Forward,29,54,10.8669175,106.7911828,10.867911,106.7878803,Nong Lam University - No. 85 (Opposite No. 1026-1028) - National Highway 1 - Linh Trung Ward,Nong Lam University,398,0.398,78,1.3,18.36923077,11,0.110424959,110424.959,628.1474913,628.1474913,201.1917947,0.201191795,29_54
102,29_55,Forward,29,55,10.8669175,106.7911828,10.8673619,106.7872195,Nong Lam University - No. 85 (Opposite No. 1026-1028) - National Highway 1 - Linh Trung Ward,Nong Lam University - Next to No. 21 National Highway 1,438,0.438,105,1.75,15.01714286,4,0.027538475,27538.47517,120.703922,120.703922,22.66469991,0.0226647,29_55
103,30_29,Forward,30,29,10.8654768,106.7937506,10.8669175,106.7911828,Thao Nguyen - 35B National Highway 1 - Linh Trung Ward,Nong Lam University - No. 85 (Opposite No. 1026-1028) - National Highway 1 - Linh Trung Ward,328,0.328,46,0.766666667,25.66956522,9,0.067896357,67896.35732,175.6729202,175.6729202,91.72475003,0.09172475,30_29
104,30_28,Backward,30,28,10.8654768,106.7937506,10.8667878,106.7945856,Thao Nguyen - 35B National Highway 1 - Linh Trung Ward,VNU-HCM Information Technology Park - Vo Truong Toan Street,417,0.417,72,1.2,20.85,9,0.070503542,70503.54202,120.2119742,120.2119742,132.422051,0.132422051,28_30
105,31_30,Forward,31,30,10.8662161,106.8005276,10.8654768,106.7937506,VNU-HCM Metro Station - Opposite VNU-HCM Metro Station - Left Frontage Road of Hanoi Highway - Linh Trung Ward,Thao Nguyen - 35B National Highway 1 - Linh Trung Ward,874,0.874,121,2.016666667,26.00330579,42,0.374989137,374989.1373,697.5145998,697.5145998,139.0071417,0.139007142,31_30
106,31_27,Forward,31,27,10.8662161,106.8005276,10.8677212,106.7950793,VNU-HCM Metro Station - Opposite VNU-HCM Metro Station - Left Frontage Road of Hanoi Highway - Linh Trung Ward,VNU-HCM Central Library - Vo Truong Toan Street - Linh Trung Ward,1139,1.139,311,5.183333333,13.18456592,15,0.150578318,150578.3178,617.1291023,617.1291023,108.0461873,0.108046187,31_27
107,32_31,Forward,32,31,10.8685979,106.8041216,10.8662161,106.8005276,National Defense Education Institution,VNU-HCM Metro Station - Opposite VNU-HCM Metro Station - Left Frontage Road of Hanoi Highway - Linh Trung Ward,475,0.475,55,0.916666667,31.09090909,9,0.090346593,90346.59336,347.5209204,347.5209204,64.70327985,0.06470328,32_31
108,33_32,Forward,33,32,10.8713888,106.8066598,10.8685979,106.8041216,People's Security University - Tien Thanh Factory - National Highway 1,National Defense Education Institution,416,0.416,50,0.833333333,29.952,6,0.060230849,60230.8485,103.5005092,103.5005092,64.35656813,0.064356568,33_32
109,33_81,Forward,33,81,10.8713888,106.8066598,10.8735531,106.8094979,People's Security University - Tien Thanh Factory - National Highway 1,Ho Chi Minh City Martyrs' Cemetery - National Highway 1 - Tan Phu Ward,545,0.545,99,1.65,19.81818182,3,0.017030889,17030.88873,58.65581959,58.65581959,95.69044987,0.09569045,33_81
110,34_10,Forward,34,10,10.8792015,106.8129488,10.8762014,106.807517,Duc Khai Joint Stock Company - National Highway 1,Area A Bus Terminal - Opposite The Eastgate Apartment - Nguyen Binh Khiem Street - Linh Trung Ward,1211,1.211,207,3.45,21.06086957,2,0.010114994,10114.99417,54.0056057,54.0056057,2.872968686,0.002872969,34_10
111,34_8,Forward,34,8,10.8792015,106.8129488,10.8743141,106.807054,Duc Khai Joint Stock Company - National Highway 1,VNU-HCM Ring Road - VNU-HCM Utility Pole 6 (Mua Bui Cafe) - Road 621 - Linh Trung Ward,999,0.999,162,2.7,22.2,4,0.04015364,40153.6399,202.6926099,202.6926099,13.81516992,0.01381517,34_8
112,34_33,Forward,34,33,10.8792015,106.8129488,10.8713888,106.8066598,Duc Khai Joint Stock Company - National Highway 1,People's Security University - Tien Thanh Factory - National Highway 1,1117,1.117,159,2.65,25.29056604,20,0.163351366,163351.3663,689.411122,689.411122,76.70915718,0.076709157,34_33
113,35_34,Forward,35,34,10.8809737,106.8142454,10.8792015,106.8129488,Opposite New Eastern Bus Station,Duc Khai Joint Stock Company - National Highway 1,242,0.242,26,0.433333333,33.50769231,7,0.057075687,57075.68698,150.9598219,150.9598219,68.11235041,0.06811235,35_34
114,35_15,Forward,35,15,10.8809737,106.8142454,10.880791,106.810634,Opposite New Eastern Bus Station,"AH4 Building, Area A Dormitory - Opposite No. 136-138 Nguyen Binh Khiem Street - Linh Trung Ward",548,0.548,95,1.583333333,20.76631579,0,0,0,0,0,0,0,35_15
115,35_13,Forward,35,13,10.8809737,106.8142454,10.8801103,106.807183,Opposite New Eastern Bus Station,"Ho Chi Minh City University of Technology, VNU-HCM - University of Technology (Stop CX 138-142) - Ta Quang Buu Street - Linh Trung Ward",1095,1.095,176,2.933333333,22.39772727,2,0.020076873,20076.87339,77.71395322,77.71395322,24.17823257,0.024178233,35_13
116,35_10,Forward,35,10,10.8809737,106.8142454,10.8762014,106.807517,Opposite New Eastern Bus Station,Area A Bus Terminal - Opposite The Eastgate Apartment - Nguyen Binh Khiem Street - Linh Trung Ward,1295,1.295,270,4.5,17.26666667,6,0.060230432,60230.43153,275.6797713,275.6797713,25.36281059,0.025362811,35_10
117,35_8,Forward,35,8,10.8809737,106.8142454,10.8743141,106.807054,Opposite New Eastern Bus Station,VNU-HCM Ring Road - VNU-HCM Utility Pole 6 (Mua Bui Cafe) - Road 621 - Linh Trung Ward,1232,1.232,272,4.533333333,16.30588235,2,0.020076871,20076.87142,93.58154815,93.58154815,24.85994071,0.024859941,35_8
118,35_41,Forward,35,41,10.8809737,106.8142454,10.8873942,106.8047072,Opposite New Eastern Bus Station,National Defense and Security Education Center (Nguyen Du Gate) - Opposite Rear Gate - Nguyen Du Street - Binh Chieu Ward,1606,1.606,244,4.066666667,23.69508197,9,0.090345796,90345.79642,63.25150155,63.25150155,23.93060505,0.023930605,35_41
119,35_79,Backward,35,79,10.8809737,106.8142454,10.8892959,106.8055626,Opposite New Eastern Bus Station,Dong An Driving Training Center - Near 300 Thong Nhat Street - Dong An Driving Training Center Gate,1679,1.679,235,3.916666667,25.72085106,36,0.275915197,275915.1966,122.511629,122.511629,64.49471623,0.064494716,78_35
120,35_42,Forward,35,42,10.8809737,106.8142454,10.883092,106.8,Opposite New Eastern Bus Station,Ho Da Lake - Le Quy Don Intersection - Nguyen Du Street (Residential Block 497-499) - Linh Trung Ward,1982,1.982,282,4.7,25.30212766,5,0.05019223,50192.23011,60.42276976,60.42276976,7.707046126,0.007707046,35_42
121,35_43,Forward,35,43,10.8809737,106.8142454,10.8850557,106.8000822,Opposite New Eastern Bus Station,National Defense and Security Education Center,2116,2.116,304,5.066666667,25.05789474,12,0.120461435,120461.4348,104.029184,104.029184,23.43432379,0.023434324,35_43
122,36_37,U-turn,36,37,10.8911157,106.8017043,10.891579,106.80068,Opposite Binh Nguyen Residential Area Gateway - Thong Nhat Street - Thu Duc City,Near Binh Nguyen Residential Area Gateway - Thong Nhat Street - Binh Chieu Ward,120,0.12,14,0.233333333,30.85714286,0,0,0,0,0,0,0,
123,36_78,Forward,36,78,10.8911157,106.8017043,10.889413,106.8052248,Opposite Binh Nguyen Residential Area Gateway - Thong Nhat Street - Thu Duc City,300 VNU-HCM Ring Road - Quarter,509,0.509,71,1.183333333,25.8084507,13,0.100316315,100316.3153,2.404452607,2.404452607,64.43315568,0.064433156,36_78
124,37_36,U-turn,37,36,10.891579,106.80068,10.8911157,106.8017043,Near Binh Nguyen Residential Area Gateway - Thong Nhat Street - Binh Chieu Ward,Opposite Binh Nguyen Residential Area Gateway - Thong Nhat Street - Thu Duc City,120,0.12,13,0.216666667,33.23076923,0,0,0,0,0,0,0,
125,37_45,Forward,37,45,10.891579,106.80068,10.8886838,106.7988382,Near Binh Nguyen Residential Area Gateway - Thong Nhat Street - Binh Chieu Ward,National Defense and Security Education Center,617,0.617,88,1.466666667,25.24090909,8,0.08017693,80176.92998,23.50416723,23.50416723,67.55748939,0.067557489,37_45
126,37_39,Forward,37,39,10.891579,106.80068,10.8938656,106.7926424,Near Binh Nguyen Residential Area Gateway - Thong Nhat Street - Binh Chieu Ward,Bcons Plaza,922,0.922,113,1.883333333,29.37345133,5,0.007197731,7197.731302,22.81037785,22.81037785,2.018992938,0.002018993,37_39
127,38_39,U-turn,38,39,10.8938184,106.7920074,10.8938656,106.7926424,Bcons Plaza,Bcons Plaza,65,0.065,11,0.183333333,21.27272727,0,0,0,0,0,0,0,
128,38_45,Forward,38,45,10.8938184,106.7920074,10.8886838,106.7988382,Bcons Plaza,National Defense and Security Education Center,1103,1.103,104.6076029,1.743460049,37.959,30,0.301156828,301156.828,857.1461264,857.1461264,100.0151335,0.100015133,38_45
129,38_36,Forward,38,36,10.8938184,106.7920074,10.8911157,106.8017043,Bcons Plaza,Opposite Binh Nguyen Residential Area Gateway - Thong Nhat Street - Thu Duc City,1110,1.11,196.4022412,3.273370687,20.346,13,0.106430663,106430.6633,260.3147963,260.3147963,28.77774538,0.028777745,38_36
130,39_38,U-turn,39,38,10.8938656,106.7926424,10.8938184,106.7920074,Bcons Plaza,Bcons Plaza,65,0.065,13,0.216666667,18,0,0,0,0,0,0,0,
131,39_49,Forward,39,49,10.8938656,106.7926424,10.8816676,106.7823447,Bcons Plaza,VNU-HCM Area B Dormitory - Outbound Direction - Main Axis Road No. 7 - Linh Trung Ward,2565,2.565,344.2054646,5.736757744,26.827,5,0.050193272,50193.27154,393.3139679,393.3139679,10.91448431,0.010914484,39_49
132,39_48,Forward,39,48,10.8938656,106.7926424,10.8817308,106.7831044,Bcons Plaza,VNU-HCM Area B Dormitory - Inbound Direction - Main Axis Road No. 7 - Linh Trung Ward,2311,2.311,432,7.2,19.25833333,20,0.200773045,200773.0454,1497.291468,1497.291468,61.04486466,0.061044865,39_48
133,39_47,Forward,39,47,10.8938656,106.7926424,10.8797271,106.7873868,Bcons Plaza,Institute for Environment and Resources - Main Axis Road No. 7,1975,1.975,379,6.316666667,18.75989446,61,0.61235563,612355.6301,2206.744387,2206.744387,100.2558085,0.100255808,39_47
134,40_41,U-turn,40,41,10.8876326,106.8046342,10.8873942,106.8047072,Ho Da Park - Dong Hoa,National Defense and Security Education Center (Nguyen Du Gate) - Opposite Rear Gate - Nguyen Du Street - Binh Chieu Ward,408,0.408,970,16.16666667,1.514226804,0,0,0,0,0,0,0,
135,40_42,Forward,40,42,10.8876326,106.8046342,10.883092,106.8,Ho Da Park - Dong Hoa,Ho Da Lake - Le Quy Don Intersection - Nguyen Du Street (Residential Block 497-499) - Linh Trung Ward,744,0.744,103,1.716666667,26.0038835,5,0.050192482,50192.48225,4.042352698,4.042352698,12.71039708,0.012710397,40_42
136,40_43,Forward,40,43,10.8876326,106.8046342,10.8850557,106.8000822,Ho Da Park - Dong Hoa,National Defense and Security Education Center,878,0.878,124,2.066666667,25.49032258,11,0.110423441,110423.4413,2.883691726,2.883691726,82.15969863,0.082159699,40_43
137,40_13,Forward,40,13,10.8876326,106.8046342,10.8801103,106.807183,Ho Da Park - Dong Hoa,"Ho Chi Minh City University of Technology, VNU-HCM - University of Technology (Stop CX 138-142) - Ta Quang Buu Street - Linh Trung Ward",1227,1.227,157,2.616666667,28.13503185,3,0.030115375,30115.375,14.1066786,14.1066786,11.36924146,0.011369241,40_13
138,40_15,Backward,40,15,10.8876326,106.8046342,10.880791,106.810634,Ho Da Park - Dong Hoa,"AH4 Building, Area A Dormitory - Opposite No. 136-138 Nguyen Binh Khiem Street - Linh Trung Ward",1240,1.24,160,2.666666667,27.9,2,0.020076832,20076.83175,56.106872,56.106872,4.565579051,0.004565579,16_40
139,40_1,Forward,40,1,10.8876326,106.8046342,10.8771068,106.8028618,Ho Da Park - Dong Hoa,"International University, VNU-HCM",1406,1.406,267.3709788,4.45618298,18.931,6,0.060230887,60230.88679,20.44841867,20.44841867,25.73821279,0.025738213,40_1
140,41_79,Forward,41,79,10.8873942,106.8047072,10.8892959,106.8055626,National Defense and Security Education Center (Nguyen Du Gate) - Opposite Rear Gate - Nguyen Du Street - Binh Chieu Ward,Dong An Driving Training Center - Near 300 Thong Nhat Street - Dong An Driving Training Center Gate,243,0.243,61,1.016666667,14.34098361,3,0.030115402,30115.40241,0.602308048,0.602308048,56.32526309,0.056325263,41_79
141,41_40,U-turn,41,40,10.8873942,106.8047072,10.8876326,106.8046342,National Defense and Security Education Center (Nguyen Du Gate) - Opposite Rear Gate - Nguyen Du Street - Binh Chieu Ward,Ho Da Park - Dong Hoa,127,0.127,61,1.016666667,7.495081967,0,0,0,0,0,0,0,
142,41_15,Backward,41,15,10.8873942,106.8047072,10.880791,106.810634,National Defense and Security Education Center (Nguyen Du Gate) - Opposite Rear Gate - Nguyen Du Street - Binh Chieu Ward,"AH4 Building, Area A Dormitory - Opposite No. 136-138 Nguyen Binh Khiem Street - Linh Trung Ward",1589,1.589,213,3.55,26.85633803,2,0.020076832,20076.83175,56.106872,56.106872,4.565579051,0.004565579,16_40
143,41_35,Backward,41,35,10.8873942,106.8047072,10.8809737,106.8142454,National Defense and Security Education Center (Nguyen Du Gate) - Opposite Rear Gate - Nguyen Du Street - Binh Chieu Ward,Opposite New Eastern Bus Station,1597,1.597,223.4000389,3.723333981,25.735,9,0.090345796,90345.79642,63.25150155,63.25150155,23.93060505,0.023930605,35_41
144,42_65,Forward,42,65,10.883092,106.8,10.8809022,106.7955379,Ho Da Lake - Le Quy Don Intersection - Nguyen Du Street (Residential Block 497-499) - Linh Trung Ward,VNU-HCM Guest House - Opposite VNU-HCM Guest House (Stop CX 353-355) - Nguyen Du Street - Linh Trung Ward,548,0.548,60,1,32.88,20,0.200771068,200771.0681,108.3377442,108.3377442,126.6697246,0.126669725,42_65
145,42_1,Forward,42,1,10.883092,106.8,10.8771068,106.8028618,Ho Da Lake - Le Quy Don Intersection - Nguyen Du Street (Residential Block 497-499) - Linh Trung Ward,"International University, VNU-HCM",1357,1.357,171.2182812,2.85363802,28.532,2,0.020077012,20077.01212,15.25642799,15.25642799,5.976109925,0.00597611,42_1
146,42_4,Forward,42,4,10.883092,106.8,10.8764075,106.8024855,Ho Da Lake - Le Quy Don Intersection - Nguyen Du Street (Residential Block 497-499) - Linh Trung Ward,"International University, VNU-HCM - Opposite International University - Creative Square - Linh Trung Ward",1399,1.399,168,2.8,29.97857143,9,0.090346662,90346.66223,70.67967303,70.67967303,66.51791482,0.066517915,42_4
147,44_45,Forward,44,45,10.8870881,106.799471,10.8886838,106.7988382,National Defense and Security Education Center - 60 m from Center Gate - Le Quy Don Street,National Defense and Security Education Center,188,0.188,23,0.383333333,29.42608696,4,0.040154074,40154.07414,7.8929268,7.8929268,45.17324339,0.045173243,44_45
148,44_36,Backward,44,36,10.8870881,106.799471,10.8911157,106.8017043,National Defense and Security Education Center - 60 m from Center Gate - Le Quy Don Street,Opposite Binh Nguyen Residential Area Gateway - Thong Nhat Street - Thu Duc City,928,0.928,142.3434171,2.372390285,23.47,8,0.08017693,80176.92998,23.50416723,23.50416723,67.55748939,0.067557489,37_45
149,44_39,Backward,44,39,10.8870881,106.799471,10.8938656,106.7926424,National Defense and Security Education Center - 60 m from Center Gate - Le Quy Don Street,Bcons Plaza,1233,1.233,222.039918,3.700665299,19.991,30,0.301156828,301156.828,857.1461264,857.1461264,100.0151335,0.100015133,38_45
150,45_42,Forward,45,42,10.8886838,106.7988382,10.883092,106.8,National Defense and Security Education Center,Ho Da Lake - Le Quy Don Intersection - Nguyen Du Street (Residential Block 497-499) - Linh Trung Ward,700,0.7,120.8807023,2.014678371,20.847,18,0.180693752,180693.7524,30.9604827,30.9604827,194.2480367,0.194248037,45_42
151,45_43,U-turn,45,43,10.8886838,106.7988382,10.8850557,106.8000822,National Defense and Security Education Center,National Defense and Security Education Center,1376,1.376,157.7579618,2.629299363,31.4,0,0,0,0,0,0,0,
152,45_41,Backward,45,41,10.8886838,106.7988382,10.8873942,106.8047072,National Defense and Security Education Center,National Defense and Security Education Center (Nguyen Du Gate) - Opposite Rear Gate - Nguyen Du Street - Binh Chieu Ward,1307,1.307,124.8792399,2.081320665,37.678,11,0.110423441,110423.4413,2.883691726,2.883691726,82.15969863,0.082159699,40_43
