original_index,link_name,link_type,from_station_id,to_station_id,from_lat,from_lon,to_lat,to_lon,from_station_name,to_station_name,gis_route_distance_m,gis_route_distance_km,average_travel_time_s,average_travel_time_min,average_speed_kmh,assigned_grid_count,assigned_grid_area_km2,assigned_grid_area_m2,Popij,assigned_grid_population_total,Sij_m,Sij_km,forward_source_link_name
232,71_72,Forward,71,72,10.881807,106.769487,10.885452,106.772568,Road No. 8 - No. 202-204 National Highway 1K - Linh Xuan Ward,Tu Quang Pagoda - National Highway 1K - Linh Xuan Ward,526,0.526,69,1.15,27.44347826,10,0.072118855,72118.85525,460.1296469,460.1296469,44.44709305,0.044447093,71_72
233,72_73,Forward,72,73,10.885452,106.772568,10.8869185,106.7744084,Tu Quang Pagoda - National Highway 1K - Linh Xuan Ward,Big C - 280A National Highway 1K - Linh Xuan Ward,260,0.26,29,0.483333333,32.27586207,7,0.040203491,40203.49053,131.9494811,131.9494811,47.89652833,0.047896528,72_73
234,73_47,Backward,73,47,10.8869185,106.7744084,10.8797271,106.7873868,Big C - 280A National Highway 1K - Linh Xuan Ward,Institute for Environment and Resources - Main Axis Road No. 7,2206,2.206,426,7.1,18.64225352,8,0.080309769,80309.76892,666.039137,666.039137,173.5483781,0.173548378,48_50
235,73_50,Forward,73,50,10.8869185,106.7744084,10.8831622,106.779234,Big C - 280A National Highway 1K - Linh Xuan Ward,VNU-HCM Area B Dormitory - Rear Gate - Tieu Bieu Road No. 3 - Linh Trung Ward,3069,3.069,599.349029,9.989150483,18.434,40,0.357138235,357138.2345,2635.848537,2635.848537,257.036597,0.257036597,73_50
236,73_60,Forward,73,60,10.8869185,106.7744084,10.8726381,106.7793856,Big C - 280A National Highway 1K - Linh Xuan Ward,"University of Economics and Law, VNU-HCM - Opposite Gate 3 - Luong Van Can Street - Binh Chieu Ward",3653,3.653,635.0282486,10.58380414,20.709,34,0.341318031,341318.0306,3325.967452,3325.967452,82.89206473,0.082892065,73_60
237,74_83,Backward,74,83,10.881822,106.7711123,10.8819201,106.7692671,National Highway 1K - Opposite No. 22 Road No. 8 - Linh Xuan Ward,Road No. 8 - No. 167 National Highway 1K - Linh Xuan Ward,238,0.238,71,1.183333333,12.06760563,2,0.020077639,20077.63862,205.3379139,205.3379139,107.7621424,0.107762142,71_76
238,74_72,Forward,74,72,10.881822,106.7711123,10.885452,106.772568,National Highway 1K - Opposite No. 22 Road No. 8 - Linh Xuan Ward,Tu Quang Pagoda - National Highway 1K - Linh Xuan Ward,595,0.595,102,1.7,21,7,0.070271709,70271.70852,584.8154722,584.8154722,69.70457364,0.069704574,74_72
239,75_74,Forward,75,74,10.8799244,106.7741556,10.881822,106.7711123,Dao Son Tay High School - No. 51-53 Road No. 8 - Linh Xuan Ward,National Highway 1K - Opposite No. 22 Road No. 8 - Linh Xuan Ward,393,0.393,53.09216452,0.884869409,26.648,5,0.050194042,50194.0424,655.6515805,655.6515805,53.15401356,0.053154014,75_74
240,75_70,Forward,75,70,10.8799244,106.7741556,10.88015,106.768066,Dao Son Tay High School - No. 51-53 Road No. 8 - Linh Xuan Ward,Linh Xuan Cao Dai Temple - No. 160 National Highway 1K - Linh Xuan Ward,1206,1.206,348,5.8,12.47586207,5,0.050194106,50194.10639,738.7073235,738.7073235,29.09597122,0.029095971,75_70
241,75_66,Forward,75,66,10.8799244,106.7741556,10.871398,106.77133,Dao Son Tay High School - No. 51-53 Road No. 8 - Linh Xuan Ward,City Cemetery - Utility Pole NG/1 - National Highway 1 - Linh Xuan Ward,2151,2.151,468,7.8,16.54615385,12,0.120465743,120465.7431,1668.5708,1668.5708,46.62577367,0.046625774,75_66
242,76_77,Backward,76,77,10.8808971,106.7726397,10.8791889,106.7746405,Linh Xuan Football Field - No. 62 Road No. 8 - Linh Xuan Ward,Dao Son Tay High School - No. 116-118 Road No. 8 - Linh Xuan Ward,293,0.293,28.30841899,0.471806983,37.261,5,0.050194042,50194.0424,655.6515805,655.6515805,53.15401356,0.053154014,75_74
243,76_70,Forward,76,70,10.8808971,106.7726397,10.88015,106.768066,Linh Xuan Football Field - No. 62 Road No. 8 - Linh Xuan Ward,Linh Xuan Cao Dai Temple - No. 160 National Highway 1K - Linh Xuan Ward,1201,1.201,343,5.716666667,12.60524781,3,0.0301165,30116.49994,386.8420128,386.8420128,16.13871997,0.01613872,76_70
244,76_66,Forward,76,66,10.8808971,106.7726397,10.871398,106.77133,Linh Xuan Football Field - No. 62 Road No. 8 - Linh Xuan Ward,City Cemetery - Utility Pole NG/1 - National Highway 1 - Linh Xuan Ward,2145,2.145,463,7.716666667,16.67818575,5,0.050194136,50194.13645,721.4890443,721.4890443,18.80154157,0.018801542,76_66
245,76_89,Backward,76,89,10.8808971,106.7726397,10.8692389,106.7767495,Linh Xuan Football Field - No. 62 Road No. 8 - Linh Xuan Ward,"University of Economics and Law, VNU-HCM - Opposite No. 665 Co.opXtra - National Highway 1 - Linh Trung Ward",1460,1.46,288,4.8,18.25,12,0.120465743,120465.7431,1668.5708,1668.5708,46.62577367,0.046625774,75_66
246,77_62,Forward,77,62,10.8791889,106.7746405,10.8758721,106.7777661,Dao Son Tay High School - No. 116-118 Road No. 8 - Linh Xuan Ward,Bong Dau 2 Cemetery - No. 234-236 Road No. 8 - Linh Xuan Ward,562,0.562,121,2.016666667,16.72066116,7,0.070271475,70271.47501,1007.176815,1007.176815,53.0312056,0.053031206,77_62
247,78_79,U-turn,78,79,10.889413,106.8052248,10.8892959,106.8055626,300 VNU-HCM Ring Road - Quarter,Dong An Driving Training Center - Near 300 Thong Nhat Street - Dong An Driving Training Center Gate,24,0.024,3,0.05,28.8,0,0,0,0,0,0,0,
248,78_40,Backward,78,40,10.889413,106.8052248,10.8876326,106.8046342,300 VNU-HCM Ring Road - Quarter,Ho Da Park - Dong Hoa,241,0.241,44,0.733333333,19.71818182,3,0.030115402,30115.40241,0.602308048,0.602308048,56.32526309,0.056325263,41_79
249,78_15,Backward,78,15,10.889413,106.8052248,10.880791,106.810634,300 VNU-HCM Ring Road - Quarter,"AH4 Building, Area A Dormitory - Opposite No. 136-138 Nguyen Binh Khiem Street - Linh Trung Ward",1459,1.459,163,2.716666667,32.22331288,5,0.050192176,50192.17617,11.80730915,11.80730915,13.67334002,0.01367334,16_79
250,78_35,Forward,78,35,10.889413,106.8052248,10.8809737,106.8142454,300 VNU-HCM Ring Road - Quarter,Opposite New Eastern Bus Station,1490,1.49,186.1465852,3.102443087,28.816,36,0.275915197,275915.1966,122.511629,122.511629,64.49471623,0.064494716,78_35
251,79_78,U-turn,79,78,10.8892959,106.8055626,10.889413,106.8052248,Dong An Driving Training Center - Near 300 Thong Nhat Street - Dong An Driving Training Center Gate,300 VNU-HCM Ring Road - Quarter,24,0.024,2,0.033333333,43.2,0,0,0,0,0,0,0,
252,79_37,Backward,79,37,10.8892959,106.8055626,10.891579,106.80068,Dong An Driving Training Center - Near 300 Thong Nhat Street - Dong An Driving Training Center Gate,Near Binh Nguyen Residential Area Gateway - Thong Nhat Street - Binh Chieu Ward,654,0.654,83,1.383333333,28.36626506,13,0.100316315,100316.3153,2.404452607,2.404452607,64.43315568,0.064433156,36_78
253,80_81,Forward,80,81,10.8656824,106.8016079,10.8735531,106.8094979,Suoi Tien - Suoi Tien (120 Hanoi Highway) - Left Frontage Road of Hanoi Highway - Tan Phu Ward,Ho Chi Minh City Martyrs' Cemetery - National Highway 1 - Tan Phu Ward,1237,1.237,178,2.966666667,25.01797753,44,0.324582762,324582.7616,524.2178843,524.2178843,95.15681747,0.095156817,80_81
254,81_8,Forward,81,8,10.8735531,106.8094979,10.8743141,106.807054,Ho Chi Minh City Martyrs' Cemetery - National Highway 1 - Tan Phu Ward,VNU-HCM Ring Road - VNU-HCM Utility Pole 6 (Mua Bui Cafe) - Road 621 - Linh Trung Ward,528,0.528,122,2.033333333,15.58032787,2,0.020076884,20076.88438,63.19680987,63.19680987,14.92888397,0.014928884,81_8
255,81_33,Backward,81,33,10.8735531,106.8094979,10.8713888,106.8066598,Ho Chi Minh City Martyrs' Cemetery - National Highway 1 - Tan Phu Ward,People's Security University - Tien Thanh Factory - National Highway 1,646,0.646,119,1.983333333,19.54285714,3,0.017030889,17030.88873,58.65581959,58.65581959,95.69044987,0.09569045,33_81
256,82_83,Backward,82,83,10.885494,106.772271,10.8819201,106.7692671,Tu Quang Pagoda - No. 231 National Highway 1K - Linh Xuan Ward,Road No. 8 - No. 167 National Highway 1K - Linh Xuan Ward,514,0.514,63,1.05,29.37142857,10,0.072118855,72118.85525,460.1296469,460.1296469,44.44709305,0.044447093,71_72
257,82_76,Backward,82,76,10.885494,106.772271,10.8808971,106.7726397,Tu Quang Pagoda - No. 231 National Highway 1K - Linh Xuan Ward,Linh Xuan Football Field - No. 62 Road No. 8 - Linh Xuan Ward,794,0.794,109.3454726,1.822424544,26.141,7,0.070271709,70271.70852,584.8154722,584.8154722,69.70457364,0.069704574,74_72
258,83_84,Backward,83,84,10.8819201,106.7692671,10.880158,106.767744,Road No. 8 - No. 167 National Highway 1K - Linh Xuan Ward,Linh Xuan Cao Dai Temple - National Highway 1K,256,0.256,55,0.916666667,16.75636364,5,0.030204727,30204.72743,264.6950031,264.6950031,36.77321006,0.03677321,70_71
259,84_85,Backward,84,85,10.880158,106.767744,10.8775305,106.7664046,Linh Xuan Cao Dai Temple - National Highway 1K,Linh Xuan Market - National Highway 1K - Linh Xuan Ward,334,0.334,45,0.75,26.72,10,0.06954684,69546.83979,681.4810813,681.4810813,63.0061377,0.063006138,69_70
260,85_86,Backward,85,86,10.8775305,106.7664046,10.8742961,106.7653083,Linh Xuan Market - National Highway 1K - Linh Xuan Ward,Linh Xuan Overpass - No. 13-15 National Highway 1K,391,0.391,63,1.05,22.34285714,7,0.048490912,48490.91174,578.2875992,578.2875992,46.15760879,0.046157609,68_69
261,86_87,Backward,86,87,10.8742961,106.7653083,10.8713557,106.7702832,Linh Xuan Overpass - No. 13-15 National Highway 1K,Vietcombank - Vietcombank Branch - National Highway 1 - Linh Trung Ward,746,0.746,72.27320434,1.204553406,37.159,9,0.090349759,90349.75888,1109.54864,1109.54864,52.11256133,0.052112561,68_66
262,87_88,Backward,87,88,10.8713557,106.7702832,10.8704781,106.7730323,Vietcombank - Vietcombank Branch - National Highway 1 - Linh Trung Ward,City Cemetery - City Cemetery Gate - National Highway 1 - Linh Trung Ward,316,0.316,81,1.35,14.04444444,9,0.056445182,56445.18176,214.2765047,214.2765047,35.72024733,0.035720247,57_66
263,88_58,Backward,88,58,10.8704781,106.7730323,10.87373,106.7777662,City Cemetery - City Cemetery Gate - National Highway 1 - Linh Trung Ward,"University of Economics and Law, VNU-HCM (Gate 2) - 80 m from Gate 2 - Tran Dai Nghia Street - Linh Xuan Ward",974,0.974,94.46884177,1.574480696,37.117,8,0.080310257,80310.25684,437.1365781,437.1365781,25.03574086,0.025035741,60_66
264,88_61,Backward,88,61,10.8704781,106.7730323,10.8723503,106.7798379,City Cemetery - City Cemetery Gate - National Highway 1 - Linh Trung Ward,65/16 National Highway 1A - Linh Xuan Ward,1173,1.173,163.6363636,2.727272727,25.806,4,0.040155101,40155.10071,198.3108841,198.3108841,32.21876994,0.03221877,57_58
265,88_89,Backward,88,89,10.8704781,106.7730323,10.8692389,106.7767495,City Cemetery - City Cemetery Gate - National Highway 1 - Linh Trung Ward,"University of Economics and Law, VNU-HCM - Opposite No. 665 Co.opXtra - National Highway 1 - Linh Trung Ward",429,0.429,94,1.566666667,16.42978723,9,0.056445182,56445.18176,214.2765047,214.2765047,35.72024733,0.035720247,57_66
266,89_90,Backward,89,90,10.8692389,106.7767495,10.8670444,106.787312,"University of Economics and Law, VNU-HCM - Opposite No. 665 Co.opXtra - National Highway 1 - Linh Trung Ward",Nong Lam University - Utility Pole SI 2 - National Highway 1 - Linh Trung Ward,1202,1.202,202,3.366666667,21.42178218,12,0.082875108,82875.10795,191.9232196,191.9232196,38.79030845,0.038790308,52_53
267,90_54,Backward,90,54,10.8670444,106.787312,10.867911,106.7878803,Nong Lam University - Utility Pole SI 2 - National Highway 1 - Linh Trung Ward,Nong Lam University,191,0.191,55,0.916666667,12.50181818,0,0,0,0,0,0,0,54_55
268,90_91,Backward,90,91,10.8670444,106.787312,10.8668594,106.7902717,Nong Lam University - Utility Pole SI 2 - National Highway 1 - Linh Trung Ward,Nong Lam University - No. 1026/2 (1030) - National Highway 1 - Linh Trung Ward,339,0.339,96,1.6,12.7125,4,0.027538475,27538.47517,120.703922,120.703922,22.66469991,0.0226647,29_55
269,91_92,Backward,91,92,10.8668594,106.7902717,10.8634172,106.7973919,Nong Lam University - No. 1026/2 (1030) - National Highway 1 - Linh Trung Ward,Tram 2 Overpass - Kim Loi Gold Shop - National Highway 1,1552,1.552,175,2.916666667,31.92685714,9,0.070503542,70503.54202,120.2119742,120.2119742,132.422051,0.132422051,28_30
270,92_80,Backward,92,80,10.8634172,106.7973919,10.8656824,106.8016079,Tram 2 Overpass - Kim Loi Gold Shop - National Highway 1,Suoi Tien - Suoi Tien (120 Hanoi Highway) - Left Frontage Road of Hanoi Highway - Tan Phu Ward,532,0.532,50,0.833333333,38.304,42,0.374989137,374989.1373,697.5145998,697.5145998,139.0071417,0.139007142,31_30
