original_index,link_name,link_type,from_station_id,to_station_id,from_lat,from_lon,to_lat,to_lon,from_station_name,to_station_name,gis_route_distance_m,gis_route_distance_km,average_travel_time_s,average_travel_time_min,average_speed_kmh,assigned_grid_count,assigned_grid_area_km2,assigned_grid_area_m2,Popij,assigned_grid_population_total,Sij_m,Sij_km,forward_source_link_name,assignment_source_original_index
73,18_20,Forward,18,20,10.8743785,106.7999792,10.8716853,106.7981465,Student Cultural House - Opposite Student Cultural House - Creative Square - Linh Trung Ward,Fishing Lake - Opposite 6/21 Alexandre de Rhodes Street,650,0.65,123,2.05,19.02439024,33,0.082818058,82818.05798,485.0958909,485.0958909,118.1307823,0.118130782,,
74,19_4,Forward,19,4,10.874543,106.8001747,10.8764075,106.8024855,Student Cultural House - Creative Square - Linh Trung Ward,"International University, VNU-HCM - Opposite International University - Creative Square - Linh Trung Ward",470,0.47,77,1.283333333,21.97402597,0,0,0,0,0,0,0,,
75,19_65,Forward,19,65,10.874543,106.8001747,10.8809022,106.7955379,Student Cultural House - Creative Square - Linh Trung Ward,VNU-HCM Guest House - Opposite VNU-HCM Guest House (Stop CX 353-355) - Nguyen Du Street - Linh Trung Ward,1153,1.153,149,2.483333333,27.85771812,27,0.067760136,67760.13589,241.8546281,241.8546281,45.42886208,0.045428862,,
76,20_21,U-turn,20,21,10.8716853,106.7981465,10.8710814,106.797648,Fishing Lake - Opposite 6/21 Alexandre de Rhodes Street,Fishing Lake - In Front of House No. 21/6 (Utility Pole 167) - Alexandre de Rhodes Street - Linh Trung Ward,84,0.084,13,0.216666667,23.26153846,0,0,0,0,0,0,0,,
77,20_24,Forward,20,24,10.8716853,106.7981465,10.8734223,106.802275,Fishing Lake - Opposite 6/21 Alexandre de Rhodes Street,"University of Social Sciences and Humanities, VNU-HCM - Creative Square - Linh Trung Ward",537,0.537,109,1.816666667,17.73577982,29,0.072779338,72779.33781,514.0850873,514.0850873,73.68800085,0.073688001,,
78,20_19,Forward,20,19,10.8716853,106.7981465,10.874543,106.8001747,Fishing Lake - Opposite 6/21 Alexandre de Rhodes Street,Student Cultural House - Creative Square - Linh Trung Ward,648,0.648,109,1.816666667,21.40183486,1,0.002509633,2509.633338,14.68928579,14.68928579,9.152112191,0.009152112,,
79,20_4,Forward,20,4,10.8716853,106.7981465,10.8764075,106.8024855,Fishing Lake - Opposite 6/21 Alexandre de Rhodes Street,"International University, VNU-HCM - Opposite International University - Creative Square - Linh Trung Ward",906,0.906,153,2.55,21.31764706,15,0.037644454,37644.45383,206.1356619,206.1356619,21.63676218,0.021636762,,
80,21_22,Forward,21,22,10.8710814,106.797648,10.8705742,106.795856,Fishing Lake - In Front of House No. 21/6 (Utility Pole 167) - Alexandre de Rhodes Street - Linh Trung Ward,University of Physical Education and Sports - Vo Truong Toan Street - Linh Trung Ward,222,0.222,35,0.583333333,22.83428571,119,0.2986479,298647.9,1577.765665,1577.765665,262.4963722,0.262496372,,
81,21_20,U-turn,21,20,10.8710814,106.797648,10.8716853,106.7981465,Fishing Lake - In Front of House No. 21/6 (Utility Pole 167) - Alexandre de Rhodes Street - Linh Trung Ward,Fishing Lake - Opposite 6/21 Alexandre de Rhodes Street,368,0.368,88,1.466666667,15.05454545,0,0,0,0,0,0,0,,
82,22_28,Forward,22,28,10.8705742,106.795856,10.8667878,106.7945856,University of Physical Education and Sports - Vo Truong Toan Street - Linh Trung Ward,VNU-HCM Information Technology Park - Vo Truong Toan Street,484,0.484,55.91425454,0.931904242,31.162,55,0.138030701,138030.701,592.6848707,592.6848707,163.3776134,0.163377613,,
83,23_20,Backward,23,20,10.870383,106.7958583,10.8716853,106.7981465,VNU-HCM Central Library - Rear Gate of VNU-HCM Central Library - Vo Truong Toan Street - Linh Trung Ward,Fishing Lake - Opposite 6/21 Alexandre de Rhodes Street,356,0.356,34.62847879,0.577141313,37.01,119,0.2986479,298647.9,1577.765665,1577.765665,262.4963722,0.262496372,21_22,80
84,24_19,Forward,24,19,10.8734223,106.802275,10.874543,106.8001747,"University of Social Sciences and Humanities, VNU-HCM - Creative Square - Linh Trung Ward",Student Cultural House - Creative Square - Linh Trung Ward,270,0.27,40,0.666666667,24.3,8,0.020077023,20077.02286,110.0202271,110.0202271,26.02008572,0.026020086,,
85,24_6,Backward,24,6,10.8734223,106.802275,10.875778,106.8051008,"University of Social Sciences and Humanities, VNU-HCM - Creative Square - Linh Trung Ward",VNU-HCM Area A Dormitory - Creative Square Intersection (Inbound) - Creative Square - Linh Trung Ward,529,0.529,80.72570048,1.345428341,23.591,3,0.007528866,7528.866418,24.28754699,24.28754699,0.814839634,0.00081484,5_25,22
86,24_7,Backward,24,7,10.8734223,106.802275,10.8746507,106.8061372,"University of Social Sciences and Humanities, VNU-HCM - Creative Square - Linh Trung Ward","University of Science, VNU-HCM - Opposite CNG Station - Road 621",536,0.536,60.16275372,1.002712562,32.073,3,0.007528866,7528.866418,24.28754699,24.28754699,0.814839634,0.00081484,5_25,22
87,24_26,Forward,24,26,10.8734223,106.802275,10.8702028,106.8017771,"University of Social Sciences and Humanities, VNU-HCM - Creative Square - Linh Trung Ward","University of Information Technology, VNU-HCM - Han Thuyen Street",895,0.895,236,3.933333333,13.65254237,36,0.090346669,90346.66914,609.3284557,609.3284557,108.532495,0.108532495,,
88,24_25,U-turn,24,25,10.8734223,106.802275,10.8736134,106.8029052,"University of Social Sciences and Humanities, VNU-HCM - Creative Square - Linh Trung Ward",VNU-HCM Area A Bus Terminal - Creative Square,68,0.068,9,0.15,27.2,0,0,0,0,0,0,0,,
89,25_24,U-turn,25,24,10.8736134,106.8029052,10.8734223,106.802275,VNU-HCM Area A Bus Terminal - Creative Square,"University of Social Sciences and Humanities, VNU-HCM - Creative Square - Linh Trung Ward",68,0.068,11,0.183333333,22.25454545,0,0,0,0,0,0,0,,
90,25_19,Backward,25,19,10.8736134,106.8029052,10.874543,106.8001747,VNU-HCM Area A Bus Terminal - Creative Square,Student Cultural House - Creative Square - Linh Trung Ward,331,0.331,45.14491381,0.75241523,26.395,8,0.020077023,20077.02286,110.0202271,110.0202271,26.02008572,0.026020086,18_24,84
91,25_4,Backward,25,4,10.8736134,106.8029052,10.8764075,106.8024855,VNU-HCM Area A Bus Terminal - Creative Square,"International University, VNU-HCM - Opposite International University - Creative Square - Linh Trung Ward",573,0.573,95.85501859,1.597583643,21.52,8,0.020077001,20077.0008,83.96609009,83.96609009,27.57561252,0.027575613,4_25,19
92,25_26,Forward,25,26,10.8736134,106.8029052,10.8702028,106.8017771,VNU-HCM Area A Bus Terminal - Creative Square,"University of Information Technology, VNU-HCM - Han Thuyen Street",972,0.972,122.8177319,2.046962199,28.491,5,0.012548127,12548.12734,61.1598571,61.1598571,9.46422953,0.00946423,,
93,26_6,Forward,26,6,10.8702028,106.8017771,10.875778,106.8051008,"University of Information Technology, VNU-HCM - Han Thuyen Street",VNU-HCM Area A Dormitory - Creative Square Intersection (Inbound) - Creative Square - Linh Trung Ward,870,0.87,128.1767956,2.136279926,24.435,11,0.027605852,27605.85176,95.8801147,95.8801147,15.42359974,0.0154236,,
94,26_7,Forward,26,7,10.8702028,106.8017771,10.8746507,106.8061372,"University of Information Technology, VNU-HCM - Han Thuyen Street","University of Science, VNU-HCM - Opposite CNG Station - Road 621",877,0.877,96.90905184,1.615150864,32.579,42,0.105404112,105404.1119,312.7517782,312.7517782,57.44000022,0.05744,,
95,26_25,Backward,26,25,10.8702028,106.8017771,10.8736134,106.8029052,"University of Information Technology, VNU-HCM - Han Thuyen Street",VNU-HCM Area A Bus Terminal - Creative Square,407,0.407,91,1.516666667,16.1010989,5,0.012548127,12548.12734,61.1598571,61.1598571,9.46422953,0.00946423,25_26,92
96,27_28,U-turn,27,28,10.8677212,106.7950793,10.8667878,106.7945856,VNU-HCM Central Library - Vo Truong Toan Street - Linh Trung Ward,VNU-HCM Information Technology Park - Vo Truong Toan Street,116,0.116,22,0.366666667,18.98181818,0,0,0,0,0,0,0,,
97,27_23,Forward,27,23,10.8677212,106.7950793,10.870383,106.7958583,VNU-HCM Central Library - Vo Truong Toan Street - Linh Trung Ward,VNU-HCM Central Library - Rear Gate of VNU-HCM Central Library - Vo Truong Toan Street - Linh Trung Ward,361,0.361,51,0.85,25.48235294,14,0.035135006,35135.00563,168.8786531,168.8786531,68.462193,0.068462193,,
98,28_27,U-turn,28,27,10.8667878,106.7945856,10.8677212,106.7950793,VNU-HCM Information Technology Park - Vo Truong Toan Street,VNU-HCM Central Library - Vo Truong Toan Street - Linh Trung Ward,116,0.116,14,0.233333333,29.82857143,0,0,0,0,0,0,0,,
99,28_30,Forward,28,30,10.8667878,106.7945856,10.8654768,106.7937506,VNU-HCM Information Technology Park - Vo Truong Toan Street,Thao Nguyen - 35B National Highway 1 - Linh Trung Ward,253,0.253,49,0.816666667,18.5877551,23,0.045731979,45731.97917,77.62412987,77.62412987,154.9313254,0.154931325,,
100,28_29,Forward,28,29,10.8667878,106.7945856,10.8669175,106.7911828,VNU-HCM Information Technology Park - Vo Truong Toan Street,Nong Lam University - No. 85 (Opposite No. 1026-1028) - National Highway 1 - Linh Trung Ward,449,0.449,89,1.483333333,18.16179775,36,0.090347502,90347.50203,414.406078,414.406078,138.0957543,0.138095754,,
101,29_54,Forward,29,54,10.8669175,106.7911828,10.867911,106.7878803,Nong Lam University - No. 85 (Opposite No. 1026-1028) - National Highway 1 - Linh Trung Ward,Nong Lam University,398,0.398,78,1.3,18.36923077,47,0.117953943,117953.9427,679.5110891,679.5110891,195.1989388,0.195198939,,
102,29_55,Forward,29,55,10.8669175,106.7911828,10.8673619,106.7872195,Nong Lam University - No. 85 (Opposite No. 1026-1028) - National Highway 1 - Linh Trung Ward,Nong Lam University - Next to No. 21 National Highway 1,438,0.438,105,1.75,15.01714286,14,0.028394994,28394.99448,128.6113196,128.6113196,34.93838052,0.034938381,,
103,30_29,Forward,30,29,10.8654768,106.7937506,10.8669175,106.7911828,Thao Nguyen - 35B National Highway 1 - Linh Trung Ward,Nong Lam University - No. 85 (Opposite No. 1026-1028) - National Highway 1 - Linh Trung Ward,328,0.328,46,0.766666667,25.66956522,33,0.072778414,72778.41376,173.3654574,173.3654574,80.61964977,0.08061965,,
104,30_28,Backward,30,28,10.8654768,106.7937506,10.8667878,106.7945856,Thao Nguyen - 35B National Highway 1 - Linh Trung Ward,VNU-HCM Information Technology Park - Vo Truong Toan Street,417,0.417,72,1.2,20.85,23,0.045731979,45731.97917,77.62412987,77.62412987,154.9313254,0.154931325,28_30,99
105,31_30,Forward,31,30,10.8662161,106.8005276,10.8654768,106.7937506,VNU-HCM Metro Station - Opposite VNU-HCM Metro Station - Left Frontage Road of Hanoi Highway - Linh Trung Ward,Thao Nguyen - 35B National Highway 1 - Linh Trung Ward,874,0.874,121,2.016666667,26.00330579,165,0.390047053,390047.0533,723.8586538,723.8586538,134.1106303,0.13411063,,
106,31_27,Forward,31,27,10.8662161,106.8005276,10.8677212,106.7950793,VNU-HCM Metro Station - Opposite VNU-HCM Metro Station - Left Frontage Road of Hanoi Highway - Linh Trung Ward,VNU-HCM Central Library - Vo Truong Toan Street - Linh Trung Ward,1139,1.139,311,5.183333333,13.18456592,57,0.143049397,143049.397,615.6999142,615.6999142,109.260003,0.109260003,,
107,32_31,Forward,32,31,10.8685979,106.8041216,10.8662161,106.8005276,National Defense Education Institution,VNU-HCM Metro Station - Opposite VNU-HCM Metro Station - Left Frontage Road of Hanoi Highway - Linh Trung Ward,475,0.475,55,0.916666667,31.09090909,39,0.097875497,97875.49735,365.5814535,365.5814535,86.04997109,0.086049971,,
108,33_32,Forward,33,32,10.8713888,106.8066598,10.8685979,106.8041216,People's Security University - Tien Thanh Factory - National Highway 1,National Defense Education Institution,416,0.416,50,0.833333333,29.952,25,0.06274049,62740.49025,84.47064931,84.47064931,70.41593834,0.070415938,,
109,33_81,Forward,33,81,10.8713888,106.8066598,10.8735531,106.8094979,People's Security University - Tien Thanh Factory - National Highway 1,Ho Chi Minh City Martyrs' Cemetery - National Highway 1 - Tan Phu Ward,545,0.545,99,1.65,19.81818182,12,0.023697976,23697.97571,63.44195451,63.44195451,59.52619919,0.059526199,,
110,34_10,Forward,34,10,10.8792015,106.8129488,10.8762014,106.807517,Duc Khai Joint Stock Company - National Highway 1,Area A Bus Terminal - Opposite The Eastgate Apartment - Nguyen Binh Khiem Street - Linh Trung Ward,1211,1.211,207,3.45,21.06086957,9,0.020153413,20153.41254,101.076147,101.076147,13.02078995,0.01302079,,
111,34_8,Forward,34,8,10.8792015,106.8129488,10.8743141,106.807054,Duc Khai Joint Stock Company - National Highway 1,VNU-HCM Ring Road - VNU-HCM Utility Pole 6 (Mua Bui Cafe) - Road 621 - Linh Trung Ward,999,0.999,162,2.7,22.2,12,0.030115267,30115.26667,153.0911673,153.0911673,13.49488028,0.01349488,,
112,34_33,Forward,34,33,10.8792015,106.8129488,10.8713888,106.8066598,Duc Khai Joint Stock Company - National Highway 1,People's Security University - Tien Thanh Factory - National Highway 1,1117,1.117,159,2.65,25.29056604,78,0.177000657,177000.6566,771.6222325,771.6222325,74.78807085,0.074788071,,
113,35_34,Forward,35,34,10.8809737,106.8142454,10.8792015,106.8129488,Opposite New Eastern Bus Station,Duc Khai Joint Stock Company - National Highway 1,242,0.242,26,0.433333333,33.50769231,21,0.045147948,45147.94771,107.2315498,107.2315498,82.87712119,0.082877121,,
114,35_15,Forward,35,15,10.8809737,106.8142454,10.880791,106.810634,Opposite New Eastern Bus Station,"AH4 Building, Area A Dormitory - Opposite No. 136-138 Nguyen Binh Khiem Street - Linh Trung Ward",548,0.548,95,1.583333333,20.76631579,2,0.005019201,5019.200862,16.56914799,16.56914799,30.28294883,0.030282949,,
115,35_13,Forward,35,13,10.8809737,106.8142454,10.8801103,106.807183,Opposite New Eastern Bus Station,"Ho Chi Minh City University of Technology, VNU-HCM - University of Technology (Stop CX 138-142) - Ta Quang Buu Street - Linh Trung Ward",1095,1.095,176,2.933333333,22.39772727,7,0.017567249,17567.24882,71.10622493,71.10622493,17.34325721,0.017343257,,
116,35_10,Forward,35,10,10.8809737,106.8142454,10.8762014,106.807517,Opposite New Eastern Bus Station,Area A Bus Terminal - Opposite The Eastgate Apartment - Nguyen Binh Khiem Street - Linh Trung Ward,1295,1.295,270,4.5,17.26666667,15,0.037644013,37644.01271,169.1003146,169.1003146,20.19229254,0.020192293,,
117,35_8,Forward,35,8,10.8809737,106.8142454,10.8743141,106.807054,Opposite New Eastern Bus Station,VNU-HCM Ring Road - VNU-HCM Utility Pole 6 (Mua Bui Cafe) - Road 621 - Linh Trung Ward,1232,1.232,272,4.533333333,16.30588235,13,0.032624837,32624.8367,156.0167382,156.0167382,11.27055558,0.011270556,,
118,35_41,Forward,35,41,10.8809737,106.8142454,10.8873942,106.8047072,Opposite New Eastern Bus Station,National Defense and Security Education Center (Nguyen Du Gate) - Opposite Rear Gate - Nguyen Du Street - Binh Chieu Ward,1606,1.606,244,4.066666667,23.69508197,31,0.077797739,77797.73933,61.50571127,61.50571127,20.0580851,0.020058085,,
119,35_79,Backward,35,79,10.8809737,106.8142454,10.8892959,106.8055626,Opposite New Eastern Bus Station,Dong An Driving Training Center - Near 300 Thong Nhat Street - Dong An Driving Training Center Gate,1679,1.679,235,3.916666667,25.72085106,125,0.273491672,273491.6719,90.28144641,90.28144641,75.44501374,0.075445014,78_35,250
120,35_42,Forward,35,42,10.8809737,106.8142454,10.883092,106.8,Opposite New Eastern Bus Station,Ho Da Lake - Le Quy Don Intersection - Nguyen Du Street (Residential Block 497-499) - Linh Trung Ward,1982,1.982,282,4.7,25.30212766,27,0.067759473,67759.47305,114.0225438,114.0225438,13.43646361,0.013436464,,
121,35_43,Forward,35,43,10.8809737,106.8142454,10.8850557,106.8000822,Opposite New Eastern Bus Station,National Defense and Security Education Center,2116,2.116,304,5.066666667,25.05789474,36,0.090346033,90346.03292,84.58646799,84.58646799,22.37240983,0.02237241,,
122,36_37,U-turn,36,37,10.8911157,106.8017043,10.891579,106.80068,Opposite Binh Nguyen Residential Area Gateway - Thong Nhat Street - Thu Duc City,Near Binh Nguyen Residential Area Gateway - Thong Nhat Street - Binh Chieu Ward,120,0.12,14,0.233333333,30.85714286,0,0,0,0,0,0,0,,
123,36_78,Forward,36,78,10.8911157,106.8017043,10.889413,106.8052248,Opposite Binh Nguyen Residential Area Gateway - Thong Nhat Street - Thu Duc City,300 VNU-HCM Ring Road - Quarter,509,0.509,71,1.183333333,25.8084507,52,0.115876141,115876.1407,2.729618028,2.729618028,84.3865408,0.084386541,,
124,37_36,U-turn,37,36,10.891579,106.80068,10.8911157,106.8017043,Near Binh Nguyen Residential Area Gateway - Thong Nhat Street - Binh Chieu Ward,Opposite Binh Nguyen Residential Area Gateway - Thong Nhat Street - Thu Duc City,120,0.12,13,0.216666667,33.23076923,0,0,0,0,0,0,0,,
125,37_45,Forward,37,45,10.891579,106.80068,10.8886838,106.7988382,Near Binh Nguyen Residential Area Gateway - Thong Nhat Street - Binh Chieu Ward,National Defense and Security Education Center,617,0.617,88,1.466666667,25.24090909,30,0.075288865,75288.86548,22.85442142,22.85442142,58.30187229,0.058301872,,
126,37_39,Forward,37,39,10.891579,106.80068,10.8938656,106.7926424,Near Binh Nguyen Residential Area Gateway - Thong Nhat Street - Binh Chieu Ward,Bcons Plaza,922,0.922,113,1.883333333,29.37345133,18,0.016315265,16315.26506,54.33689287,54.33689287,4.931093724,0.004931094,,
127,38_39,U-turn,38,39,10.8938184,106.7920074,10.8938656,106.7926424,Bcons Plaza,Bcons Plaza,65,0.065,11,0.183333333,21.27272727,0,0,0,0,0,0,0,,
128,38_45,Forward,38,45,10.8938184,106.7920074,10.8886838,106.7988382,Bcons Plaza,National Defense and Security Education Center,1103,1.103,104.6076029,1.743460049,37.959,120,0.299381333,299381.3326,789.2987252,789.2987252,103.7259918,0.103725992,,
129,38_36,Forward,38,36,10.8938184,106.7920074,10.8911157,106.8017043,Bcons Plaza,Opposite Binh Nguyen Residential Area Gateway - Thong Nhat Street - Thu Duc City,1110,1.11,196.4022412,3.273370687,20.346,40,0.093938216,93938.21623,197.9914607,197.9914607,30.68880889,0.030688809,,
130,39_38,U-turn,39,38,10.8938656,106.7926424,10.8938184,106.7920074,Bcons Plaza,Bcons Plaza,65,0.065,13,0.216666667,18,0,0,0,0,0,0,0,,
131,39_49,Forward,39,49,10.8938656,106.7926424,10.8816676,106.7823447,Bcons Plaza,VNU-HCM Area B Dormitory - Outbound Direction - Main Axis Road No. 7 - Linh Trung Ward,2565,2.565,344.2054646,5.736757744,26.827,15,0.037644928,37644.9275,293.1896355,293.1896355,7.33132784,0.007331328,,
132,39_48,Forward,39,48,10.8938656,106.7926424,10.8817308,106.7831044,Bcons Plaza,VNU-HCM Area B Dormitory - Inbound Direction - Main Axis Road No. 7 - Linh Trung Ward,2311,2.311,432,7.2,19.25833333,87,0.218340733,218340.7327,1562.92632,1562.92632,62.22163668,0.062221637,,
133,39_47,Forward,39,47,10.8938656,106.7926424,10.8797271,106.7873868,Bcons Plaza,Institute for Environment and Resources - Main Axis Road No. 7,1975,1.975,379,6.316666667,18.75989446,240,0.602316992,602316.9922,1903.206843,1903.206843,94.10669646,0.094106696,,
134,40_41,U-turn,40,41,10.8876326,106.8046342,10.8873942,106.8047072,Ho Da Park - Dong Hoa,National Defense and Security Education Center (Nguyen Du Gate) - Opposite Rear Gate - Nguyen Du Street - Binh Chieu Ward,408,0.408,970,16.16666667,1.514226804,0,0,0,0,0,0,0,,
135,40_42,Forward,40,42,10.8876326,106.8046342,10.883092,106.8,Ho Da Park - Dong Hoa,Ho Da Lake - Le Quy Don Intersection - Nguyen Du Street (Residential Block 497-499) - Linh Trung Ward,744,0.744,103,1.716666667,26.0038835,17,0.042663586,42663.58558,1.201820817,1.201820817,21.88240756,0.021882408,,
136,40_43,Forward,40,43,10.8876326,106.8046342,10.8850557,106.8000822,Ho Da Park - Dong Hoa,National Defense and Security Education Center,878,0.878,124,2.066666667,25.49032258,48,0.12046194,120461.9403,2.583513463,2.583513463,78.55826179,0.078558262,,
137,40_13,Forward,40,13,10.8876326,106.8046342,10.8801103,106.807183,Ho Da Park - Dong Hoa,"Ho Chi Minh City University of Technology, VNU-HCM - University of Technology (Stop CX 138-142) - Ta Quang Buu Street - Linh Trung Ward",1227,1.227,157,2.616666667,28.13503185,11,0.027605763,27605.7634,13.62262627,13.62262627,21.97893066,0.021978931,,
138,40_15,Backward,40,15,10.8876326,106.8046342,10.880791,106.810634,Ho Da Park - Dong Hoa,"AH4 Building, Area A Dormitory - Opposite No. 136-138 Nguyen Binh Khiem Street - Linh Trung Ward",1240,1.24,160,2.666666667,27.9,10,0.025096105,25096.1053,10.08693524,10.08693524,7.421285522,0.007421286,16_40,65
139,40_1,Forward,40,1,10.8876326,106.8046342,10.8771068,106.8028618,Ho Da Park - Dong Hoa,"International University, VNU-HCM",1406,1.406,267.3709788,4.45618298,18.931,21,0.052702019,52702.01935,10.98766281,10.98766281,29.95266501,0.029952665,,
140,41_79,Forward,41,79,10.8873942,106.8047072,10.8892959,106.8055626,National Defense and Security Education Center (Nguyen Du Gate) - Opposite Rear Gate - Nguyen Du Street - Binh Chieu Ward,Dong An Driving Training Center - Near 300 Thong Nhat Street - Dong An Driving Training Center Gate,243,0.243,61,1.016666667,14.34098361,6,0.015057696,15057.69621,0.301153924,0.301153924,32.48766477,0.032487665,,
141,41_40,U-turn,41,40,10.8873942,106.8047072,10.8876326,106.8046342,National Defense and Security Education Center (Nguyen Du Gate) - Opposite Rear Gate - Nguyen Du Street - Binh Chieu Ward,Ho Da Park - Dong Hoa,127,0.127,61,1.016666667,7.495081967,0,0,0,0,0,0,0,,
142,41_15,Backward,41,15,10.8873942,106.8047072,10.880791,106.810634,National Defense and Security Education Center (Nguyen Du Gate) - Opposite Rear Gate - Nguyen Du Street - Binh Chieu Ward,"AH4 Building, Area A Dormitory - Opposite No. 136-138 Nguyen Binh Khiem Street - Linh Trung Ward",1589,1.589,213,3.55,26.85633803,10,0.025096105,25096.1053,10.08693524,10.08693524,7.421285522,0.007421286,16_40,65
143,41_35,Backward,41,35,10.8873942,106.8047072,10.8809737,106.8142454,National Defense and Security Education Center (Nguyen Du Gate) - Opposite Rear Gate - Nguyen Du Street - Binh Chieu Ward,Opposite New Eastern Bus Station,1597,1.597,223.4000389,3.723333981,25.735,31,0.077797739,77797.73933,61.50571127,61.50571127,20.0580851,0.020058085,35_41,118
144,42_65,Forward,42,65,10.883092,106.8,10.8809022,106.7955379,Ho Da Lake - Le Quy Don Intersection - Nguyen Du Street (Residential Block 497-499) - Linh Trung Ward,VNU-HCM Guest House - Opposite VNU-HCM Guest House (Stop CX 353-355) - Nguyen Du Street - Linh Trung Ward,548,0.548,60,1,32.88,82,0.205790343,205790.3428,108.6809633,108.6809633,130.6167587,0.130616759,,
145,42_1,Forward,42,1,10.883092,106.8,10.8771068,106.8028618,Ho Da Lake - Le Quy Don Intersection - Nguyen Du Street (Residential Block 497-499) - Linh Trung Ward,"International University, VNU-HCM",1357,1.357,171.2182812,2.85363802,28.532,8,0.02007701,20077.00987,12.51360951,12.51360951,8.626689087,0.008626689,,
146,42_4,Forward,42,4,10.883092,106.8,10.8764075,106.8024855,Ho Da Lake - Le Quy Don Intersection - Nguyen Du Street (Residential Block 497-499) - Linh Trung Ward,"International University, VNU-HCM - Opposite International University - Creative Square - Linh Trung Ward",1399,1.399,168,2.8,29.97857143,34,0.085327386,85327.38644,63.22546302,63.22546302,46.15638335,0.046156383,,
147,44_45,Forward,44,45,10.8870881,106.799471,10.8886838,106.7988382,National Defense and Security Education Center - 60 m from Center Gate - Le Quy Don Street,National Defense and Security Education Center,188,0.188,23,0.383333333,29.42608696,17,0.042663691,42663.69061,4.600180027,4.600180027,61.26628462,0.061266285,,
148,44_36,Backward,44,36,10.8870881,106.799471,10.8911157,106.8017043,National Defense and Security Education Center - 60 m from Center Gate - Le Quy Don Street,Opposite Binh Nguyen Residential Area Gateway - Thong Nhat Street - Thu Duc City,928,0.928,142.3434171,2.372390285,23.47,30,0.075288865,75288.86548,22.85442142,22.85442142,58.30187229,0.058301872,37_45,125
149,44_39,Backward,44,39,10.8870881,106.799471,10.8938656,106.7926424,National Defense and Security Education Center - 60 m from Center Gate - Le Quy Don Street,Bcons Plaza,1233,1.233,222.039918,3.700665299,19.991,120,0.299381333,299381.3326,789.2987252,789.2987252,103.7259918,0.103725992,38_45,128
150,45_42,Forward,45,42,10.8886838,106.7988382,10.883092,106.8,National Defense and Security Education Center,Ho Da Lake - Le Quy Don Intersection - Nguyen Du Street (Residential Block 497-499) - Linh Trung Ward,700,0.7,120.8807023,2.014678371,20.847,77,0.193241884,193241.8836,27.82766251,27.82766251,179.8759126,0.179875913,,
151,45_43,U-turn,45,43,10.8886838,106.7988382,10.8850557,106.8000822,National Defense and Security Education Center,National Defense and Security Education Center,1376,1.376,157.7579618,2.629299363,31.4,0,0,0,0,0,0,0,,
152,45_41,Backward,45,41,10.8886838,106.7988382,10.8873942,106.8047072,National Defense and Security Education Center,National Defense and Security Education Center (Nguyen Du Gate) - Opposite Rear Gate - Nguyen Du Street - Binh Chieu Ward,1307,1.307,124.8792399,2.081320665,37.678,48,0.12046194,120461.9403,2.583513463,2.583513463,78.55826179,0.078558262,40_43,136
153,45_1,Backward,45,1,10.8886838,106.7988382,10.8771068,106.8028618,National Defense and Security Education Center,"International University, VNU-HCM",1360,1.36,170.6934421,2.844890702,28.683,18,0.045173275,45173.27502,12.9283986,12.9283986,23.19200975,0.02319201,2_43,7
154,45_13,Backward,45,13,10.8886838,106.7988382,10.8801103,106.807183,National Defense and Security Education Center,"Ho Chi Minh City University of Technology, VNU-HCM - University of Technology (Stop CX 138-142) - Ta Quang Buu Street - Linh Trung Ward",2134,2.134,279.6549088,4.660915147,27.471,17,0.042663586,42663.58558,1.201820817,1.201820817,21.88240756,0.021882408,40_42,135
155,45_15,Backward,45,15,10.8886838,106.7988382,10.880791,106.810634,National Defense and Security Education Center,"AH4 Building, Area A Dormitory - Opposite No. 136-138 Nguyen Binh Khiem Street - Linh Trung Ward",2140,2.14,200.3484774,3.339141289,38.453,11,0.027605763,27605.7634,13.62262627,13.62262627,21.97893066,0.021978931,40_13,137
156,46_47,U-turn,46,47,10.8799484,106.7873966,10.8797271,106.7873868,Institute for Environment and Resources - Opposite Institute - Main Axis Road No. 7 - Linh Trung Ward,Institute for Environment and Resources - Main Axis Road No. 7,601,0.601,99,1.65,21.85454545,0,0,0,0,0,0,0,,
157,46_48,Forward,46,48,10.8799484,106.7873966,10.8817308,106.7831044,Institute for Environment and Resources - Opposite Institute - Main Axis Road No. 7 - Linh Trung Ward,VNU-HCM Area B Dormitory - Inbound Direction - Main Axis Road No. 7 - Linh Trung Ward,528,0.528,76,1.266666667,25.01052632,24,0.060232057,60232.05689,218.7029131,218.7029131,67.3815436,0.067381544,,
158,46_60,Forward,46,60,10.8799484,106.7873966,10.8726381,106.7793856,Institute for Environment and Resources - Opposite Institute - Main Axis Road No. 7 - Linh Trung Ward,"University of Economics and Law, VNU-HCM - Opposite Gate 3 - Luong Van Can Street - Binh Chieu Ward",1561,1.561,148.290057,2.47150095,37.896,241,0.604830937,604830.937,636.4461574,636.4461574,239.9030542,0.239903054,,
159,46_82,Forward,46,82,10.8799484,106.7873966,10.885494,106.772271,Institute for Environment and Resources - Opposite Institute - Main Axis Road No. 7 - Linh Trung Ward,Tu Quang Pagoda - No. 231 National Highway 1K - Linh Xuan Ward,2989,2.989,289.7487681,4.829146135,37.137,40,0.094552597,94552.59734,334.6146306,334.6146306,44.91549621,0.044915496,,
